show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,duration_min,seasons,primary_genre
s105836,Movie,Title 5837,Director T,Unknown,United States,2009-12-22,2002,PG,98 min,TV Dramas,A Netflix title used for portfolio analytics.,2009,12,98.0,,TV Dramas
s105837,TV Show,Title 5838,Director F,"Actor A, Actor B",France,2012-05-26,1994,TV-MA,1 Season,"Action & Adventure, Documentaries",A Netflix title used for portfolio analytics.,2012,5,,1.0,Action & Adventure
s105838,Movie,Title 5839,Unknown,Unknown,United States,2019-05-10,2003,TV-MA,129 min,"Dramas, Horror Movies",A Netflix title used for portfolio analytics.,2019,5,129.0,,Dramas
s105839,Movie,Title 5840,Unknown,"Actor A, Actor B",United States,2013-12-14,1987,NR,96 min,Dramas,A Netflix title used for portfolio analytics.,2013,12,96.0,,Dramas
s105840,Movie,Title 5841,Unknown,"Actor A, Actor B",Canada,2017-12-27,2010,TV-14,67 min,International Movies,A Netflix title used for portfolio analytics.,2017,12,67.0,,International Movies
s105841,Movie,Title 5842,Unknown,Unknown,United Kingdom,2012-11-12,2009,R,40 min,"Horror Movies, Romantic Movies",A Netflix title used for portfolio analytics.,2012,11,40.0,,Horror Movies
s105842,Movie,Title 5843,Director G,"Actor A, Actor B",United States,2019-03-29,1997,TV-14,82 min,TV Comedies,A Netflix title used for portfolio analytics.,2019,3,82.0,,TV Comedies
s105843,Movie,Title 5844,Unknown,Unknown,South Korea,2014-05-05,1980,R,85 min,"International TV Shows, TV Comedies",A Netflix title used for portfolio analytics.,2014,5,85.0,,International TV Shows
s105844,Movie,Title 5845,Unknown,"Actor A, Actor B",United States,2020-09-11,1999,TV-14,98 min,Dramas,A Netflix title used for portfolio analytics.,2020,9,98.0,,Dramas
s105845,Movie,Title 5846,Unknown,Unknown,Mexico,2019-08-21,1987,TV-MA,118 min,Horror Movies,A Netflix title used for portfolio analytics.,2019,8,118.0,,Horror Movies
s105846,TV Show,Title 5847,Unknown,"Actor A, Actor B",Nigeria,2019-03-30,2004,PG-13,1 Season,"Horror Movies, International TV Shows",A Netflix title used for portfolio analytics.,2019,3,,1.0,Horror Movies
s105847,Movie,Title 5848,Unknown,Unknown,United States,2010-12-03,2012,R,102 min,International Movies,A Netflix title used for portfolio analytics.,2010,12,102.0,,International Movies
s105848,Movie,Title 5849,Director U,Unknown,United States,2011-08-17,1999,TV-14,109 min,Comedies,A Netflix title used for portfolio analytics.,2011,8,109.0,,Comedies
s105849,Movie,Title 5850,Director T,Unknown,United States,2018-06-28,1974,TV-14,77 min,"TV Dramas, Thrillers",A Netflix title used for portfolio analytics.,2018,6,77.0,,TV Dramas
s105850,TV Show,Title 5851,Unknown,"Actor A, Actor B",Japan,2013-04-25,2000,TV-14,3 Seasons,"Comedies, Dramas",A Netflix title used for portfolio analytics.,2013,4,,3.0,Comedies
s105851,TV Show,Title 5852,Unknown,Unknown,Turkey,2020-01-20,1994,TV-MA,3 Seasons,International TV Shows,A Netflix title used for portfolio analytics.,2020,1,,3.0,International TV Shows
s105852,Movie,Title 5853,Unknown,Unknown,Australia,2018-09-26,2017,TV-MA,124 min,"Dramas, International Movies",A Netflix title used for portfolio analytics.,2018,9,124.0,,Dramas
s105853,Movie,Title 5854,Unknown,"Actor A, Actor B",United States,2019-07-13,1996,TV-14,88 min,Thrillers,A Netflix title used for portfolio analytics.,2019,7,88.0,,Thrillers
s105854,Movie,Title 5855,Unknown,Unknown,India,2009-02-16,1980,R,102 min,"Kids' TV, Stand-Up Comedy",A Netflix title used for portfolio analytics.,2009,2,102.0,,Kids' TV
s105855,Movie,Title 5856,Director J,"Actor A, Actor B",United Kingdom,2018-07-04,2015,PG-13,99 min,International TV Shows,A Netflix title used for portfolio analytics.,2018,7,99.0,,International TV Shows
s105856,Movie,Title 5857,Director U,Unknown,United States,2019-04-09,2011,NR,59 min,International Movies,A Netflix title used for portfolio analytics.,2019,4,59.0,,International Movies
s105857,TV Show,Title 5858,Unknown,"Actor A, Actor B",India,2011-08-15,1996,TV-14,4 Seasons,International Movies,A Netflix title used for portfolio analytics.,2011,8,,4.0,International Movies
s105858,Movie,Title 5859,Director Q,"Actor A, Actor B",United States,2017-01-27,2016,TV-MA,51 min,"Dramas, Romantic Movies, Stand-Up Comedy",A Netflix title used for portfolio analytics.,2017,1,51.0,,Dramas
s105859,Movie,Title 5860,Director W,Unknown,"Spain, Nigeria",2013-02-25,1984,TV-14,94 min,Romantic Movies,A Netflix title used for portfolio analytics.,2013,2,94.0,,Romantic Movies
s105860,Movie,Title 5861,Unknown,Unknown,United States,2012-02-19,1990,R,68 min,Horror Movies,A Netflix title used for portfolio analytics.,2012,2,68.0,,Horror Movies
s105861,Movie,Title 5862,Unknown,Unknown,"Turkey, Germany",2017-08-05,2014,TV-14,40 min,Kids' TV,A Netflix title used for portfolio analytics.,2017,8,40.0,,Kids' TV
s105862,TV Show,Title 5863,Director V,Unknown,United States,2016-05-15,1982,TV-MA,4 Seasons,Dramas,A Netflix title used for portfolio analytics.,2016,5,,4.0,Dramas
s105863,Movie,Title 5864,Unknown,Unknown,"Japan, India",2016-06-24,2012,TV-MA,115 min,"Dramas, Romantic Movies",A Netflix title used for portfolio analytics.,2016,6,115.0,,Dramas
s105864,TV Show,Title 5865,Director S,Unknown,United States,2008-01-17,2012,R,6 Seasons,Documentaries,A Netflix title used for portfolio analytics.,2008,1,,6.0,Documentaries
s105865,TV Show,Title 5866,Unknown,"Actor A, Actor B",United States,2019-03-20,2006,TV-MA,3 Seasons,Thrillers,A Netflix title used for portfolio analytics.,2019,3,,3.0,Thrillers
s105866,Movie,Title 5867,Director F,"Actor A, Actor B",India,2018-09-02,2001,TV-MA,64 min,TV Dramas,A Netflix title used for portfolio analytics.,2018,9,64.0,,TV Dramas
s105867,Movie,Title 5868,Director U,"Actor A, Actor B",Australia,2017-07-30,1988,TV-14,105 min,"Comedies, Horror Movies, International Movies",A Netflix title used for portfolio analytics.,2017,7,105.0,,Comedies
s105868,Movie,Title 5869,Director P,Unknown,Germany,2008-09-12,2006,TV-PG,99 min,"International TV Shows, Thrillers",A Netflix title used for portfolio analytics.,2008,9,99.0,,International TV Shows
s105869,Movie,Title 5870,Unknown,"Actor A, Actor B",United States,2010-03-10,2017,R,112 min,"Horror Movies, International TV Shows",A Netflix title used for portfolio analytics.,2010,3,112.0,,Horror Movies
s105870,Movie,Title 5871,Unknown,Unknown,United States,2017-10-07,1999,TV-14,124 min,Horror Movies,A Netflix title used for portfolio analytics.,2017,10,124.0,,Horror Movies
s105871,Movie,Title 5872,Unknown,Unknown,Unknown,2020-11-11,1990,TV-PG,69 min,"Action & Adventure, International TV Shows",A Netflix title used for portfolio analytics.,2020,11,69.0,,Action & Adventure
s105872,TV Show,Title 5873,Unknown,Unknown,Spain,2020-08-06,2006,R,3 Seasons,"Documentaries, Kids' TV",A Netflix title used for portfolio analytics.,2020,8,,3.0,Documentaries
s105873,TV Show,Title 5874,Director L,"Actor A, Actor B",United States,2019-07-08,2014,R,2 Seasons,TV Comedies,A Netflix title used for portfolio analytics.,2019,7,,2.0,TV Comedies
s105874,Movie,Title 5875,Director D,Unknown,Australia,2012-02-28,1990,TV-14,106 min,"Dramas, Kids' TV",A Netflix title used for portfolio analytics.,2012,2,106.0,,Dramas
s105875,Movie,Title 5876,Unknown,"Actor A, Actor B",Thailand,2012-05-13,1992,TV-PG,40 min,TV Comedies,A Netflix title used for portfolio analytics.,2012,5,40.0,,TV Comedies
s105876,Movie,Title 5877,Director Q,Unknown,United States,2016-03-04,1993,NR,81 min,Action & Adventure,A Netflix title used for portfolio analytics.,2016,3,81.0,,Action & Adventure
s105877,Movie,Title 5878,Director P,Unknown,Thailand,2019-05-11,1996,UR,68 min,Thrillers,A Netflix title used for portfolio analytics.,2019,5,68.0,,Thrillers
s105878,Movie,Title 5879,Director F,Unknown,United States,2014-05-12,2002,TV-14,110 min,Romantic Movies,A Netflix title used for portfolio analytics.,2014,5,110.0,,Romantic Movies
s105879,Movie,Title 5880,Director I,Unknown,South Korea,2015-06-02,2013,R,94 min,Action & Adventure,A Netflix title used for portfolio analytics.,2015,6,94.0,,Action & Adventure
s105880,Movie,Title 5881,Unknown,"Actor A, Actor B",United States,2012-11-02,2002,TV-14,97 min,"Documentaries, Horror Movies",A Netflix title used for portfolio analytics.,2012,11,97.0,,Documentaries
s105881,Movie,Title 5882,Director Y,"Actor A, Actor B",Thailand,2018-05-08,2016,TV-PG,73 min,Romantic Movies,A Netflix title used for portfolio analytics.,2018,5,73.0,,Romantic Movies
s105882,Movie,Title 5883,Unknown,"Actor A, Actor B",India,2013-02-15,2010,TV-G,98 min,TV Dramas,A Netflix title used for portfolio analytics.,2013,2,98.0,,TV Dramas
s105883,Movie,Title 5884,Director S,Unknown,United States,2009-10-25,2017,TV-MA,106 min,TV Comedies,A Netflix title used for portfolio analytics.,2009,10,106.0,,TV Comedies
s105884,Movie,Title 5885,Unknown,Unknown,United States,2013-03-16,2010,TV-MA,96 min,Romantic Movies,A Netflix title used for portfolio analytics.,2013,3,96.0,,Romantic Movies
s105885,Movie,Title 5886,Director Y,"Actor A, Actor B",Spain,2017-06-15,2007,PG-13,98 min,"Documentaries, Horror Movies, International Movies",A Netflix title used for portfolio analytics.,2017,6,98.0,,Documentaries
s105886,TV Show,Title 5887,Director P,Unknown,United States,2015-09-08,2016,PG,6 Seasons,TV Dramas,A Netflix title used for portfolio analytics.,2015,9,,6.0,TV Dramas
s105887,TV Show,Title 5888,Unknown,Unknown,Mexico,2017-01-10,2014,G,4 Seasons,International TV Shows,A Netflix title used for portfolio analytics.,2017,1,,4.0,International TV Shows
s105888,Movie,Title 5889,Unknown,Unknown,"United States, South Korea",2020-12-14,1991,TV-MA,82 min,"Action & Adventure, Comedies, Thrillers",A Netflix title used for portfolio analytics.,2020,12,82.0,,Action & Adventure
s105889,Movie,Title 5890,Director Z,Unknown,United States,2008-12-06,2005,TV-MA,103 min,International TV Shows,A Netflix title used for portfolio analytics.,2008,12,103.0,,International TV Shows
s105890,Movie,Title 5891,Unknown,Unknown,Germany,2018-10-22,2010,TV-Y,104 min,International Movies,A Netflix title used for portfolio analytics.,2018,10,104.0,,International Movies
s105891,Movie,Title 5892,Director C,Unknown,Spain,2015-12-20,2006,PG-13,73 min,"Comedies, Romantic Movies",A Netflix title used for portfolio analytics.,2015,12,73.0,,Comedies
s105892,Movie,Title 5893,Unknown,Unknown,United States,2012-08-21,1987,TV-14,62 min,Dramas,A Netflix title used for portfolio analytics.,2012,8,62.0,,Dramas
s105893,Movie,Title 5894,Director Z,"Actor A, Actor B",South Korea,2013-02-24,1985,TV-MA,103 min,Thrillers,A Netflix title used for portfolio analytics.,2013,2,103.0,,Thrillers
s105894,Movie,Title 5895,Director R,Unknown,South Korea,2019-09-10,2001,TV-Y7,108 min,Kids' TV,A Netflix title used for portfolio analytics.,2019,9,108.0,,Kids' TV
s105895,Movie,Title 5896,Director C,Unknown,United States,2008-11-13,2017,PG,97 min,Romantic Movies,A Netflix title used for portfolio analytics.,2008,11,97.0,,Romantic Movies
s105896,TV Show,Title 5897,Unknown,Unknown,"United States, Canada",2019-02-23,1995,R,6 Seasons,Dramas,A Netflix title used for portfolio analytics.,2019,2,,6.0,Dramas
s105897,TV Show,Title 5898,Director P,Unknown,"Turkey, Australia",2019-05-04,2005,NR,4 Seasons,TV Dramas,A Netflix title used for portfolio analytics.,2019,5,,4.0,TV Dramas
s105898,Movie,Title 5899,Unknown,Unknown,United States,2020-12-17,2011,R,90 min,Documentaries,A Netflix title used for portfolio analytics.,2020,12,90.0,,Documentaries
s105899,Movie,Title 5900,Director W,Unknown,Canada,2020-01-14,1990,TV-14,74 min,Thrillers,A Netflix title used for portfolio analytics.,2020,1,74.0,,Thrillers
s105900,Movie,Title 5901,Director D,Unknown,United States,2017-08-29,2008,TV-PG,103 min,"Horror Movies, Stand-Up Comedy, TV Dramas",A Netflix title used for portfolio analytics.,2017,8,103.0,,Horror Movies
s105901,TV Show,Title 5902,Unknown,"Actor A, Actor B",France,2015-09-26,2007,TV-14,2 Seasons,"Dramas, Horror Movies",A Netflix title used for portfolio analytics.,2015,9,,2.0,Dramas
s105902,Movie,Title 5903,Director F,Unknown,Spain,2014-01-08,1982,R,86 min,"Kids' TV, Romantic Movies",A Netflix title used for portfolio analytics.,2014,1,86.0,,Kids' TV
s105903,TV Show,Title 5904,Unknown,"Actor A, Actor B",United Kingdom,2016-07-13,2000,TV-MA,6 Seasons,"Comedies, TV Comedies",A Netflix title used for portfolio analytics.,2016,7,,6.0,Comedies
s105904,Movie,Title 5905,Director P,Unknown,United States,2015-03-17,1995,TV-MA,76 min,Comedies,A Netflix title used for portfolio analytics.,2015,3,76.0,,Comedies
s105905,Movie,Title 5906,Unknown,Unknown,United States,2018-02-27,1995,R,70 min,Documentaries,A Netflix title used for portfolio analytics.,2018,2,70.0,,Documentaries
s105906,Movie,Title 5907,Director T,Unknown,Canada,2020-09-09,1993,TV-MA,85 min,Horror Movies,A Netflix title used for portfolio analytics.,2020,9,85.0,,Horror Movies
s105907,TV Show,Title 5908,Director F,Unknown,United States,2019-04-30,2000,PG-13,3 Seasons,Kids' TV,A Netflix title used for portfolio analytics.,2019,4,,3.0,Kids' TV
s105908,TV Show,Title 5909,Unknown,"Actor A, Actor B",United Kingdom,2016-12-15,1986,R,5 Seasons,"International TV Shows, Kids' TV",A Netflix title used for portfolio analytics.,2016,12,,5.0,International TV Shows
s105909,Movie,Title 5910,Unknown,"Actor A, Actor B",United States,2013-02-07,1970,TV-14,117 min,"Action & Adventure, Documentaries",A Netflix title used for portfolio analytics.,2013,2,117.0,,Action & Adventure
s105910,Movie,Title 5911,Unknown,"Actor A, Actor B",Spain,2008-03-22,2000,TV-MA,135 min,"Comedies, Thrillers",A Netflix title used for portfolio analytics.,2008,3,135.0,,Comedies
s105911,TV Show,Title 5912,Unknown,"Actor A, Actor B",India,2009-05-27,2007,TV-MA,6 Seasons,Documentaries,A Netflix title used for portfolio analytics.,2009,5,,6.0,Documentaries
s105912,Movie,Title 5913,Unknown,"Actor A, Actor B",India,2020-02-05,2008,TV-MA,118 min,"International Movies, International TV Shows",A Netflix title used for portfolio analytics.,2020,2,118.0,,International Movies
s105913,TV Show,Title 5914,Unknown,Unknown,United States,2015-05-24,2010,TV-14,7 Seasons,"Horror Movies, TV Dramas",A Netflix title used for portfolio analytics.,2015,5,,7.0,Horror Movies
s105914,Movie,Title 5915,Director K,Unknown,United States,2010-08-23,2010,NR,119 min,Dramas,A Netflix title used for portfolio analytics.,2010,8,119.0,,Dramas
s105915,Movie,Title 5916,Director E,Unknown,Mexico,2011-06-05,1985,TV-MA,128 min,International TV Shows,A Netflix title used for portfolio analytics.,2011,6,128.0,,International TV Shows
s105916,TV Show,Title 5917,Unknown,Unknown,United States,2014-07-18,2013,TV-14,5 Seasons,"International TV Shows, Romantic Movies",A Netflix title used for portfolio analytics.,2014,7,,5.0,International TV Shows
s105917,TV Show,Title 5918,Director P,Unknown,United States,2011-11-08,2002,PG,3 Seasons,Action & Adventure,A Netflix title used for portfolio analytics.,2011,11,,3.0,Action & Adventure
s105918,Movie,Title 5919,Director O,Unknown,United States,2011-02-26,2017,NR,59 min,Thrillers,A Netflix title used for portfolio analytics.,2011,2,59.0,,Thrillers
s105919,TV Show,Title 5920,Unknown,Unknown,Nigeria,2008-03-13,2014,TV-MA,2 Seasons,"Documentaries, Romantic Movies",A Netflix title used for portfolio analytics.,2008,3,,2.0,Documentaries
s105920,Movie,Title 5921,Unknown,Unknown,Thailand,2013-09-25,2012,TV-PG,91 min,International Movies,A Netflix title used for portfolio analytics.,2013,9,91.0,,International Movies
s105921,Movie,Title 5922,Unknown,Unknown,United States,2011-02-18,2012,TV-MA,84 min,"Dramas, Romantic Movies",A Netflix title used for portfolio analytics.,2011,2,84.0,,Dramas
s105922,Movie,Title 5923,Unknown,Unknown,United States,2012-12-04,2011,NR,76 min,Action & Adventure,A Netflix title used for portfolio analytics.,2012,12,76.0,,Action & Adventure
s105923,Movie,Title 5924,Director N,Unknown,United States,2014-08-19,1996,TV-14,93 min,Kids' TV,A Netflix title used for portfolio analytics.,2014,8,93.0,,Kids' TV
s105924,TV Show,Title 5925,Unknown,Unknown,Turkey,2020-07-13,2014,TV-14,3 Seasons,TV Comedies,A Netflix title used for portfolio analytics.,2020,7,,3.0,TV Comedies
s105925,TV Show,Title 5926,Unknown,Unknown,United States,2010-04-03,1996,TV-MA,3 Seasons,"International Movies, Thrillers",A Netflix title used for portfolio analytics.,2010,4,,3.0,International Movies
s105926,Movie,Title 5927,Unknown,Unknown,United States,2012-01-19,2003,TV-MA,62 min,Horror Movies,A Netflix title used for portfolio analytics.,2012,1,62.0,,Horror Movies
s105927,Movie,Title 5928,Director V,Unknown,"Spain, Brazil",2012-05-22,2012,TV-MA,104 min,TV Comedies,A Netflix title used for portfolio analytics.,2012,5,104.0,,TV Comedies
s105928,TV Show,Title 5929,Unknown,Unknown,Unknown,2009-11-18,2009,PG-13,2 Seasons,Kids' TV,A Netflix title used for portfolio analytics.,2009,11,,2.0,Kids' TV
s105929,Movie,Title 5930,Director C,Unknown,"India, Turkey",2012-02-12,1974,TV-14,107 min,Horror Movies,A Netflix title used for portfolio analytics.,2012,2,107.0,,Horror Movies
s105930,TV Show,Title 5931,Director L,Unknown,Turkey,2013-02-25,2001,TV-14,2 Seasons,Thrillers,A Netflix title used for portfolio analytics.,2013,2,,2.0,Thrillers
s105931,Movie,Title 5932,Unknown,Unknown,Thailand,2013-12-14,1987,UR,102 min,Dramas,A Netflix title used for portfolio analytics.,2013,12,102.0,,Dramas
s105932,Movie,Title 5933,Unknown,"Actor A, Actor B",India,2015-03-07,2001,TV-14,117 min,"Action & Adventure, International Movies",A Netflix title used for portfolio analytics.,2015,3,117.0,,Action & Adventure
s105933,TV Show,Title 5934,Unknown,Unknown,"Canada, Thailand",2016-03-29,2009,TV-MA,3 Seasons,"Comedies, Horror Movies",A Netflix title used for portfolio analytics.,2016,3,,3.0,Comedies
s105934,Movie,Title 5935,Unknown,Unknown,Nigeria,2018-12-16,1974,PG,84 min,TV Comedies,A Netflix title used for portfolio analytics.,2018,12,84.0,,TV Comedies
s105935,TV Show,Title 5936,Unknown,"Actor A, Actor B",Brazil,2020-11-11,2003,TV-14,3 Seasons,TV Comedies,A Netflix title used for portfolio analytics.,2020,11,,3.0,TV Comedies
s105936,TV Show,Title 5937,Director A,Unknown,Turkey,2020-11-06,1999,TV-MA,2 Seasons,Documentaries,A Netflix title used for portfolio analytics.,2020,11,,2.0,Documentaries
s105937,Movie,Title 5938,Unknown,"Actor A, Actor B","France, Thailand",2015-05-31,2011,R,127 min,Documentaries,A Netflix title used for portfolio analytics.,2015,5,127.0,,Documentaries
s105938,Movie,Title 5939,Unknown,Unknown,"Japan, United Kingdom",2016-08-21,1990,R,91 min,"Comedies, Romantic Movies",A Netflix title used for portfolio analytics.,2016,8,91.0,,Comedies
s105939,Movie,Title 5940,Director U,Unknown,United States,2013-01-26,1995,TV-MA,42 min,TV Comedies,A Netflix title used for portfolio analytics.,2013,1,42.0,,TV Comedies
s105940,Movie,Title 5941,Unknown,"Actor A, Actor B",United States,2009-06-30,1987,TV-MA,61 min,"Documentaries, Horror Movies",A Netflix title used for portfolio analytics.,2009,6,61.0,,Documentaries
s105941,Movie,Title 5942,Director K,"Actor A, Actor B",France,2018-03-20,2007,TV-G,117 min,TV Dramas,A Netflix title used for portfolio analytics.,2018,3,117.0,,TV Dramas
s105942,Movie,Title 5943,Director V,Unknown,Germany,2013-07-31,1993,R,52 min,"Action & Adventure, Romantic Movies, Thrillers",A Netflix title used for portfolio analytics.,2013,7,52.0,,Action & Adventure
s105943,Movie,Title 5944,Unknown,"Actor A, Actor B",Australia,2011-10-31,1999,TV-14,99 min,Documentaries,A Netflix title used for portfolio analytics.,2011,10,99.0,,Documentaries
s105944,Movie,Title 5945,Director D,Unknown,South Korea,2020-12-30,2000,TV-MA,101 min,"International Movies, TV Comedies",A Netflix title used for portfolio analytics.,2020,12,101.0,,International Movies
s105945,Movie,Title 5946,Director H,Unknown,"United Kingdom, Italy",2019-02-17,2018,PG-13,122 min,Romantic Movies,A Netflix title used for portfolio analytics.,2019,2,122.0,,Romantic Movies
s105946,TV Show,Title 5947,Unknown,"Actor A, Actor B",South Korea,2017-04-24,1996,PG-13,3 Seasons,Romantic Movies,A Netflix title used for portfolio analytics.,2017,4,,3.0,Romantic Movies
s105947,TV Show,Title 5948,Director T,Unknown,Italy,2013-04-19,2005,TV-14,6 Seasons,TV Dramas,A Netflix title used for portfolio analytics.,2013,4,,6.0,TV Dramas
s105948,Movie,Title 5949,Unknown,Unknown,United States,2018-09-25,2005,TV-G,88 min,Comedies,A Netflix title used for portfolio analytics.,2018,9,88.0,,Comedies
s105949,Movie,Title 5950,Director V,Unknown,United States,2009-02-07,2016,TV-MA,97 min,"Romantic Movies, Thrillers",A Netflix title used for portfolio analytics.,2009,2,97.0,,Romantic Movies
s105950,Movie,Title 5951,Unknown,"Actor A, Actor B",United States,2010-05-25,2008,TV-14,65 min,"Comedies, Stand-Up Comedy",A Netflix title used for portfolio analytics.,2010,5,65.0,,Comedies
s105951,TV Show,Title 5952,Director S,Unknown,United States,2020-05-18,2007,TV-14,2 Seasons,"Documentaries, Horror Movies",A Netflix title used for portfolio analytics.,2020,5,,2.0,Documentaries
s105952,Movie,Title 5953,Unknown,Unknown,Spain,2015-12-18,2006,TV-MA,87 min,Thrillers,A Netflix title used for portfolio analytics.,2015,12,87.0,,Thrillers
s105953,Movie,Title 5954,Unknown,"Actor A, Actor B",India,2018-03-25,1982,TV-Y7,81 min,"Documentaries, International Movies",A Netflix title used for portfolio analytics.,2018,3,81.0,,Documentaries
s105954,Movie,Title 5955,Unknown,Unknown,United Kingdom,2018-12-23,2004,TV-14,59 min,"Action & Adventure, Romantic Movies",A Netflix title used for portfolio analytics.,2018,12,59.0,,Action & Adventure
s105955,Movie,Title 5956,Unknown,"Actor A, Actor B",United States,2008-08-29,1980,TV-14,98 min,International TV Shows,A Netflix title used for portfolio analytics.,2008,8,98.0,,International TV Shows
s105956,Movie,Title 5957,Director T,Unknown,Australia,2013-02-23,1998,TV-MA,101 min,Thrillers,A Netflix title used for portfolio analytics.,2013,2,101.0,,Thrillers
s105957,Movie,Title 5958,Unknown,"Actor A, Actor B","Turkey, Spain",2015-08-19,2017,TV-MA,115 min,TV Comedies,A Netflix title used for portfolio analytics.,2015,8,115.0,,TV Comedies
s105958,TV Show,Title 5959,Director O,Unknown,United Kingdom,2016-10-26,2012,TV-14,2 Seasons,"Documentaries, Romantic Movies",A Netflix title used for portfolio analytics.,2016,10,,2.0,Documentaries
s105959,TV Show,Title 5960,Unknown,"Actor A, Actor B",United States,2017-06-17,2002,TV-14,5 Seasons,TV Dramas,A Netflix title used for portfolio analytics.,2017,6,,5.0,TV Dramas
s105960,Movie,Title 5961,Unknown,"Actor A, Actor B",United Kingdom,2011-03-18,1985,TV-14,85 min,International Movies,A Netflix title used for portfolio analytics.,2011,3,85.0,,International Movies
s105961,Movie,Title 5962,Unknown,Unknown,United States,2009-12-31,2016,TV-MA,183 min,Comedies,A Netflix title used for portfolio analytics.,2009,12,183.0,,Comedies
s105962,TV Show,Title 5963,Unknown,"Actor A, Actor B",India,2008-10-15,2004,TV-PG,2 Seasons,International TV Shows,A Netflix title used for portfolio analytics.,2008,10,,2.0,International TV Shows
s105963,Movie,Title 5964,Unknown,Unknown,United States,2012-01-30,1994,TV-Y,82 min,International Movies,A Netflix title used for portfolio analytics.,2012,1,82.0,,International Movies
s105964,Movie,Title 5965,Unknown,"Actor A, Actor B",South Korea,2011-09-03,2018,PG,113 min,Thrillers,A Netflix title used for portfolio analytics.,2011,9,113.0,,Thrillers
s105965,Movie,Title 5966,Unknown,"Actor A, Actor B",United States,2010-08-25,1993,PG,85 min,"Comedies, Dramas",A Netflix title used for portfolio analytics.,2010,8,85.0,,Comedies
s105966,Movie,Title 5967,Unknown,Unknown,United States,2008-01-13,1995,TV-MA,108 min,TV Comedies,A Netflix title used for portfolio analytics.,2008,1,108.0,,TV Comedies
s105967,Movie,Title 5968,Unknown,Unknown,South Korea,2013-08-22,1993,NR,118 min,"Documentaries, TV Comedies",A Netflix title used for portfolio analytics.,2013,8,118.0,,Documentaries
s105968,TV Show,Title 5969,Director G,"Actor A, Actor B","United States, Australia",2016-09-07,2012,TV-14,2 Seasons,"Action & Adventure, International TV Shows, TV Comedies",A Netflix title used for portfolio analytics.,2016,9,,2.0,Action & Adventure
s105969,Movie,Title 5970,Director O,Unknown,Turkey,2008-10-05,1984,PG-13,40 min,TV Comedies,A Netflix title used for portfolio analytics.,2008,10,40.0,,TV Comedies
s105970,TV Show,Title 5971,Director F,"Actor A, Actor B","Canada, Nigeria",2018-03-24,2010,TV-14,2 Seasons,Documentaries,A Netflix title used for portfolio analytics.,2018,3,,2.0,Documentaries
s105971,Movie,Title 5972,Director V,"Actor A, Actor B","United States, Brazil",2009-02-21,1997,TV-14,74 min,Comedies,A Netflix title used for portfolio analytics.,2009,2,74.0,,Comedies
s105972,TV Show,Title 5973,Director O,"Actor A, Actor B",Germany,2020-04-08,1990,TV-G,2 Seasons,"Documentaries, Dramas",A Netflix title used for portfolio analytics.,2020,4,,2.0,Documentaries
s105973,TV Show,Title 5974,Unknown,"Actor A, Actor B",Brazil,2020-01-12,1989,TV-MA,4 Seasons,"Documentaries, Horror Movies",A Netflix title used for portfolio analytics.,2020,1,,4.0,Documentaries
s105974,Movie,Title 5975,Unknown,Unknown,"Canada, Italy",2019-02-07,2018,TV-MA,45 min,International TV Shows,A Netflix title used for portfolio analytics.,2019,2,45.0,,International TV Shows
s105975,Movie,Title 5976,Director N,"Actor A, Actor B",Mexico,2013-04-05,1984,TV-MA,74 min,Romantic Movies,A Netflix title used for portfolio analytics.,2013,4,74.0,,Romantic Movies
s105976,TV Show,Title 5977,Unknown,"Actor A, Actor B","United States, United Kingdom",2015-07-09,2006,TV-PG,4 Seasons,Horror Movies,A Netflix title used for portfolio analytics.,2015,7,,4.0,Horror Movies
s105977,Movie,Title 5978,Unknown,Unknown,"Japan, United States",2008-01-23,1988,TV-MA,99 min,"Stand-Up Comedy, Thrillers",A Netflix title used for portfolio analytics.,2008,1,99.0,,Stand-Up Comedy
s105978,Movie,Title 5979,Unknown,"Actor A, Actor B",Germany,2018-05-27,2000,TV-14,131 min,TV Dramas,A Netflix title used for portfolio analytics.,2018,5,131.0,,TV Dramas
s105979,Movie,Title 5980,Unknown,"Actor A, Actor B",United States,2012-06-22,1994,R,81 min,International TV Shows,A Netflix title used for portfolio analytics.,2012,6,81.0,,International TV Shows
s105980,Movie,Title 5981,Unknown,"Actor A, Actor B",India,2013-03-31,2013,TV-MA,93 min,"Kids' TV, TV Dramas",A Netflix title used for portfolio analytics.,2013,3,93.0,,Kids' TV
s105981,TV Show,Title 5982,Unknown,"Actor A, Actor B",United States,2014-06-04,2011,TV-MA,3 Seasons,"Dramas, Horror Movies, International Movies",A Netflix title used for portfolio analytics.,2014,6,,3.0,Dramas
s105982,TV Show,Title 5983,Director K,Unknown,Mexico,2012-03-03,1989,PG-13,2 Seasons,International TV Shows,A Netflix title used for portfolio analytics.,2012,3,,2.0,International TV Shows
s105983,TV Show,Title 5984,Director Q,"Actor A, Actor B",France,2015-02-22,1983,TV-MA,4 Seasons,"Comedies, TV Dramas",A Netflix title used for portfolio analytics.,2015,2,,4.0,Comedies
s105984,Movie,Title 5985,Unknown,"Actor A, Actor B",United Kingdom,2015-02-12,1999,TV-MA,85 min,Action & Adventure,A Netflix title used for portfolio analytics.,2015,2,85.0,,Action & Adventure
