show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s105373,TV Show,Title 5374,Unknown,Unknown,Mexico,2008-02-21,1998,TV-MA,7 Seasons,International TV Shows,A Netflix title used for portfolio analytics.
s105374,Movie,Title 5375,Director Q,"Actor A, Actor B",Brazil,2014-11-27,1985,TV-MA,97 min,"Documentaries, Romantic Movies",A Netflix title used for portfolio analytics.
s105375,TV Show,Title 5376,Unknown,Unknown,Turkey,2015-04-30,1998,TV-MA,4 Seasons,Kids' TV,A Netflix title used for portfolio analytics.
s105376,Movie,Title 5377,Unknown,"Actor A, Actor B",India,2017-05-23,1997,TV-MA,84 min,"Documentaries, Kids' TV",A Netflix title used for portfolio analytics.
s105377,Movie,Title 5378,Director G,"Actor A, Actor B",United States,2011-08-15,2001,TV-MA,117 min,TV Comedies,A Netflix title used for portfolio analytics.
s105378,Movie,Title 5379,Director D,"Actor A, Actor B",Nigeria,2012-09-09,2004,TV-14,146 min,Documentaries,A Netflix title used for portfolio analytics.
s105379,Movie,Title 5380,Unknown,Unknown,India,2012-10-05,2010,PG,134 min,"Horror Movies, Romantic Movies",A Netflix title used for portfolio analytics.
s105380,TV Show,Title 5381,Director P,Unknown,Brazil,2018-12-29,1998,TV-MA,4 Seasons,"Horror Movies, TV Dramas",A Netflix title used for portfolio analytics.
s105381,Movie,Title 5382,Director Y,"Actor A, Actor B",India,2008-06-08,1993,TV-14,163 min,"Documentaries, Stand-Up Comedy",A Netflix title used for portfolio analytics.
s105382,Movie,Title 5383,Director X,Unknown,Canada,2008-11-24,2016,TV-G,79 min,Dramas,A Netflix title used for portfolio analytics.
s105383,Movie,Title 5384,Unknown,"Actor A, Actor B",Germany,2009-02-03,1986,TV-MA,96 min,Romantic Movies,A Netflix title used for portfolio analytics.
s105384,Movie,Title 5385,Director N,"Actor A, Actor B",United States,2012-09-27,2010,TV-14,105 min,Documentaries,A Netflix title used for portfolio analytics.
s105385,Movie,Title 5386,Director Q,Unknown,United Kingdom,2020-11-17,1992,TV-Y7,94 min,Thrillers,A Netflix title used for portfolio analytics.
s105386,TV Show,Title 5387,Unknown,"Actor A, Actor B",United Kingdom,2020-09-16,1994,TV-PG,4 Seasons,"International Movies, Romantic Movies",A Netflix title used for portfolio analytics.
s105387,Movie,Title 5388,Unknown,Unknown,Japan,2020-04-20,1998,TV-PG,99 min,"Comedies, International TV Shows",A Netflix title used for portfolio analytics.
s105388,Movie,Title 5389,Director I,Unknown,"United Kingdom, United States",2017-02-04,1998,TV-Y,118 min,"Dramas, International Movies",A Netflix title used for portfolio analytics.
s105389,Movie,Title 5390,Unknown,Unknown,United States,2020-10-20,2017,TV-14,94 min,TV Dramas,A Netflix title used for portfolio analytics.
s105390,Movie,Title 5391,Unknown,Unknown,FRANCE,2012-05-28,2002,TV-14,91 min,Horror Movies,A Netflix title used for portfolio analytics.
s105391,Movie,Title 5392,Unknown,Unknown,"United States, Japan",2008-03-24,2007,TV-MA,119 min,"Comedies, International Movies",A Netflix title used for portfolio analytics.
s105392,Movie,Title 5393,Unknown,Unknown,"United Kingdom, India",2012-10-16,2011,R,113 min,"Comedies, Dramas",A Netflix title used for portfolio analytics.
s105393,Movie,Title 5394,Director U,"Actor A, Actor B",Canada,2019-10-19,1974,TV-14,74 min,"Action & Adventure, Documentaries",A Netflix title used for portfolio analytics.
s105394,Movie,Title 5395,Unknown,"Actor A, Actor B","United States, Canada",2017-05-24,2017,TV-PG,74 min,"Kids' TV, Stand-Up Comedy",A Netflix title used for portfolio analytics.
s105395,Movie,Title 5396,Director R,Unknown,France,2018-08-11,1991,R,119 min,Horror Movies,A Netflix title used for portfolio analytics.
s105396,TV Show,Title 5397,Unknown,"Actor A, Actor B","Japan, Turkey",2009-10-20,2005,NC-17,1 Season,TV Dramas,A Netflix title used for portfolio analytics.
s105397,Movie,Title 5398,Unknown,Unknown,United States,2012-11-22,2000,PG-13,145 min,Dramas,A Netflix title used for portfolio analytics.
s105398,Movie,Title 5399,Unknown,Unknown,Australia,2013-02-23,2014,R,91 min,"Dramas, International Movies",A Netflix title used for portfolio analytics.
s105399,TV Show,Title 5400,Unknown,Unknown,United States,2011-09-06,2000,R,4 Seasons,"Comedies, Thrillers",A Netflix title used for portfolio analytics.
s105400,Movie,Title 5401,Director U,Unknown,Thailand,2010-09-18,2015,TV-MA,104 min,Kids' TV,A Netflix title used for portfolio analytics.
s105401,Movie,Title 5402,Unknown,"Actor A, Actor B",Germany,2019-01-30,1998,TV-14,58 min,Action & Adventure,A Netflix title used for portfolio analytics.
s105402,Movie,Title 5403,Unknown,"Actor A, Actor B",United States,2014-01-20,2010,PG-13,96 min,"International TV Shows, Thrillers",A Netflix title used for portfolio analytics.
s105403,Movie,Title 5404,Unknown,"Actor A, Actor B",United States,2014-09-02,1992,TV-14,87 min,Dramas,A Netflix title used for portfolio analytics.
s105404,Movie,Title 5405,Director D,Unknown,Germany,2015-12-08,2002,TV-PG,84 min,Kids' TV,A Netflix title used for portfolio analytics.
s105405,Movie,Title 5406,Director N,Unknown,United States,2014-01-25,2003,R,78 min,"Comedies, Dramas, Stand-Up Comedy",A Netflix title used for portfolio analytics.
s105406,Movie,Title 5407,Unknown,Unknown,Spain,2017-11-14,2015,UR,123 min,Romantic Movies,A Netflix title used for portfolio analytics.
s105407,TV Show,Title 5408,Director L,Unknown,"United States, Germany",2018-10-10,2016,PG,3 Seasons,"International TV Shows, TV Dramas",A Netflix title used for portfolio analytics.
s105408,Movie,Title 5409,Unknown,Unknown,United States,2010-03-30,1997,PG-13,74 min,Comedies,A Netflix title used for portfolio analytics.
s105409,Movie,Title 5410,Director U,"Actor A, Actor B","United States, Brazil",2015-09-13,1996,PG,88 min,Comedies,A Netflix title used for portfolio analytics.
s105410,TV Show,Title 5411,Director A,Unknown,"France, India",2010-04-25,2002,TV-MA,4 Seasons,Thrillers,A Netflix title used for portfolio analytics.
s105411,Movie,Title 5412,Director A,Unknown,India,2014-02-27,2014,TV-14,74 min,Documentaries,A Netflix title used for portfolio analytics.
s105412,Movie,Title 5413,Unknown,Unknown,Spain,2013-11-19,1983,TV-MA,,Kids' TV,A Netflix title used for portfolio analytics.
s105413,Movie,Title 5414,Unknown,Unknown,"Spain, Thailand",2008-09-18,2018,PG-13,61 min,Comedies,A Netflix title used for portfolio analytics.
s105414,TV Show,Title 5415,Unknown,"Actor A, Actor B",United States,2016-11-24,2014,R,2 Seasons,Dramas,A Netflix title used for portfolio analytics.
s105415,Movie,Title 5416,Director K,"Actor A, Actor B",United States,2020-11-22,2013,PG-13,129 min,"Comedies, International TV Shows",A Netflix title used for portfolio analytics.
s105416,TV Show,Title 5417,Director N,"Actor A, Actor B",India,2015-07-26,2006,TV-14,5 Seasons,Kids' TV,A Netflix title used for portfolio analytics.
s105417,Movie,Title 5418,Director C,Unknown,United Kingdom,2019-01-23,1999,TV-G,86 min,International Movies,A Netflix title used for portfolio analytics.
s105418,Movie,Title 5419,Director M,"Actor A, Actor B",Turkey,2019-08-20,2019,TV-14,104 min,"Documentaries, International Movies",A Netflix title used for portfolio analytics.
s105419,Movie,Title 5420,Unknown,Unknown,United States,2011-12-10,2015,TV-14,64 min,Horror Movies,A Netflix title used for portfolio analytics.
s105420,Movie,Title 5421,Director C,Unknown,"Canada, South Korea",2009-07-25,2014,TV-MA,98 min,"Horror Movies, TV Comedies",A Netflix title used for portfolio analytics.
s105421,Movie,Title 5422,Director K,Unknown,United States,2018-03-13,1990,PG-13,118 min,Horror Movies,A Netflix title used for portfolio analytics.
s105422,TV Show,Title 5423,Unknown,Unknown,South Korea,2012-10-29,2017,R,4 Seasons,Action & Adventure,A Netflix title used for portfolio analytics.
s105423,TV Show,Title 5424,Unknown,Unknown,"United States, United Kingdom",2016-08-24,1991,TV-14,3 Seasons,Documentaries,A Netflix title used for portfolio analytics.
s105424,TV Show,Title 5425,Unknown,"Actor A, Actor B",India,2009-07-15,1986,TV-14,5 Seasons,Dramas,A Netflix title used for portfolio analytics.
s105425,TV Show,Title 5426,Director O,Unknown,United States,2018-12-24,2012,TV-14,4 Seasons,International TV Shows,A Netflix title used for portfolio analytics.
s105426,Movie,Title 5427,Unknown,Unknown,United States,2008-10-08,2016,PG-13,74 min,Action & Adventure,A Netflix title used for portfolio analytics.
s105427,Movie,Title 5428,Director Z,"Actor A, Actor B",United States,2010-12-15,1983,TV-14,93 min,"Romantic Movies, TV Dramas, Thrillers",A Netflix title used for portfolio analytics.
s105428,TV Show,Title 5429,Director G,Unknown,India,2010-07-21,1992,R,4 Seasons,"Action & Adventure, Horror Movies",A Netflix title used for portfolio analytics.
s105429,TV Show,Title 5430,Director I,Unknown,United States,2017-06-24,2009,PG,5 Seasons,"Documentaries, Thrillers",A Netflix title used for portfolio analytics.
s105430,Movie,Title 5431,Unknown,"Actor A, Actor B",AUSTRALIA,2010-07-04,2014,TV-14,126 min,Documentaries,A Netflix title used for portfolio analytics.
s105431,Movie,Title 5432,Unknown,Unknown,United States,2011-01-24,2017,TV-MA,117 min,Horror Movies,A Netflix title used for portfolio analytics.
s105432,TV Show,Title 5433,Unknown,"Actor A, Actor B",Canada,2015-07-06,2008,TV-14,3 Seasons,Kids' TV,A Netflix title used for portfolio analytics.
s105433,Movie,Title 5434,Unknown,Unknown,United States,2010-06-04,1997,TV-MA,124 min,"Documentaries, TV Dramas",A Netflix title used for portfolio analytics.
s105434,Movie,Title 5435,Director V,Unknown,France,,2001,R,62 min,Romantic Movies,A Netflix title used for portfolio analytics.
s105435,Movie,Title 5436,Director P,"Actor A, Actor B",South Korea,2013-02-12,1983,TV-MA,94 min,"Documentaries, Thrillers",A Netflix title used for portfolio analytics.
s105436,TV Show,Title 5437,Director K,Unknown,Australia,2011-08-09,2015,TV-MA,2 Seasons,"Documentaries, TV Dramas",A Netflix title used for portfolio analytics.
s105437,Movie,Title 5438,Director L,"Actor A, Actor B","Turkey, United Kingdom",2020-12-10,2009,PG,108 min,International TV Shows,A Netflix title used for portfolio analytics.
s105438,Movie,Title 5439,Unknown,Unknown,"United States, India",2010-01-04,1994,PG-13,122 min,TV Dramas,A Netflix title used for portfolio analytics.
s105439,Movie,Title 5440,Director V,Unknown,"India, Nigeria",2020-01-18,1993,TV-Y7,80 min,Thrillers,A Netflix title used for portfolio analytics.
s105440,Movie,Title 5441,Unknown,Unknown,Brazil,2008-01-18,2015,R,137 min,"International Movies, Stand-Up Comedy",A Netflix title used for portfolio analytics.
s105441,Movie,Title 5442,Unknown,Unknown,"India, Australia",2013-10-09,2017,UR,99 min,"Documentaries, Dramas",A Netflix title used for portfolio analytics.
s105442,Movie,Title 5443,Unknown,Unknown,"Canada, Thailand",2017-03-14,1999,R,91 min,"Comedies, Kids' TV, TV Comedies",A Netflix title used for portfolio analytics.
s105443,Movie,Title 5444,Unknown,Unknown,United States,2014-12-31,2014,TV-G,83 min,Kids' TV,A Netflix title used for portfolio analytics.
s105444,TV Show,Title 5445,Director F,"Actor A, Actor B",Thailand,2016-01-21,2019,PG,4 Seasons,International TV Shows,A Netflix title used for portfolio analytics.
s105445,Movie,Title 5446,Director V,Unknown,"United States, Canada",2019-10-22,1971,TV-MA,140 min,"Dramas, Stand-Up Comedy",A Netflix title used for portfolio analytics.
s105446,Movie,Title 5447,Unknown,Unknown,United States,2008-10-21,2017,TV-PG,78 min,"Stand-Up Comedy, TV Dramas",A Netflix title used for portfolio analytics.
s105447,TV Show,Title 5448,Unknown,Unknown,India,2009-05-25,2018,TV-14,3 Seasons,Kids' TV,A Netflix title used for portfolio analytics.
s105448,Movie,Title 5449,Director Z,"Actor A, Actor B",United Kingdom,2018-08-31,2011,TV-14,126 min,International TV Shows,A Netflix title used for portfolio analytics.
s105449,TV Show,Title 5450,Director H,Unknown,United States,2020-12-16,2016,R,6 Seasons,International Movies,A Netflix title used for portfolio analytics.
s105450,TV Show,Title 5451,Director V,Unknown,United Kingdom,2014-12-28,2016,TV-14,4 Seasons,Documentaries,A Netflix title used for portfolio analytics.
s105451,Movie,Title 5452,Unknown,Unknown,India,2012-05-09,1994,TV-MA,73 min,Documentaries,A Netflix title used for portfolio analytics.
s105452,Movie,Title 5453,Unknown,"Actor A, Actor B",TURKEY,2014-10-02,1977,TV-MA,70 min,Action & Adventure,A Netflix title used for portfolio analytics.
s105453,Movie,Title 5454,Director J,"Actor A, Actor B",United States,2020-02-06,2006,TV-MA,80 min,"Comedies, Horror Movies, Stand-Up Comedy",A Netflix title used for portfolio analytics.
s105454,Movie,Title 5455,Unknown,"Actor A, Actor B",United States,2016-07-10,2007,TV-Y,106 min,Documentaries,A Netflix title used for portfolio analytics.
s105455,Movie,Title 5456,Director M,Unknown,United States,2012-06-07,2009,TV-14,102 min,"Horror Movies, International TV Shows",A Netflix title used for portfolio analytics.
s105456,TV Show,Title 5457,Director P,"Actor A, Actor B",United States,2014-07-19,1993,TV-MA,2 Seasons,International Movies,A Netflix title used for portfolio analytics.
s105457,TV Show,Title 5458,Director E,"Actor A, Actor B",Mexico,2009-10-02,1989,TV-G,2 Seasons,International TV Shows,A Netflix title used for portfolio analytics.
s105458,Movie,Title 5459,Director W,Unknown,Australia,2020-08-05,2004,R,79 min,"Documentaries, International Movies, TV Comedies",A Netflix title used for portfolio analytics.
s105459,Movie,Title 5460,Unknown,Unknown,Nigeria,2014-07-30,1989,R,89 min,"Action & Adventure, Horror Movies",A Netflix title used for portfolio analytics.
s105460,TV Show,Title 5461,Director C,Unknown,"United Kingdom, Spain",2016-06-13,2005,R,3 Seasons,"International Movies, Romantic Movies",A Netflix title used for portfolio analytics.
s105461,Movie,Title 5462,Unknown,Unknown,United States,2015-08-15,1985,TV-14,93 min,"Dramas, Romantic Movies",A Netflix title used for portfolio analytics.
s105462,Movie,Title 5463,Director J,Unknown,UNITED STATES,2018-12-13,1994,R,103 min,Romantic Movies,A Netflix title used for portfolio analytics.
s105463,Movie,Title 5464,Unknown,"Actor A, Actor B","United Kingdom, Canada",2016-06-26,1998,TV-14,81 min,Horror Movies,A Netflix title used for portfolio analytics.
s105464,Movie,Title 5465,Unknown,Unknown,United States,2011-09-29,2006,PG,137 min,Action & Adventure,A Netflix title used for portfolio analytics.
s105465,Movie,Title 5466,Unknown,Unknown,India,2017-03-14,1984,TV-MA,89 min,"Action & Adventure, International TV Shows",A Netflix title used for portfolio analytics.
s105466,TV Show,Title 5467,Unknown,Unknown,"United States, Mexico",2014-03-14,2011,TV-MA,2 Seasons,Dramas,A Netflix title used for portfolio analytics.
s105467,TV Show,Title 5468,Unknown,"Actor A, Actor B",India,2008-03-11,2016,TV-MA,3 Seasons,Comedies,A Netflix title used for portfolio analytics.
s105468,Movie,Title 5469,Unknown,Unknown,United Kingdom,2015-01-07,2017,TV-MA,83 min,Action & Adventure,A Netflix title used for portfolio analytics.
s105469,TV Show,Title 5470,Unknown,Unknown,Nigeria,2020-08-23,2002,PG-13,4 Seasons,Comedies,A Netflix title used for portfolio analytics.
s105470,Movie,Title 5471,Unknown,Unknown,India,2017-10-27,2009,TV-MA,136 min,"Horror Movies, Romantic Movies",A Netflix title used for portfolio analytics.
s105471,TV Show,Title 5472,Director O,"Actor A, Actor B",Germany,2018-09-21,2005,TV-MA,4 Seasons,Kids' TV,A Netflix title used for portfolio analytics.
s105472,Movie,Title 5473,Director X,Unknown,United Kingdom,2013-03-03,2002,TV-MA,103 min,International Movies,A Netflix title used for portfolio analytics.
s105473,TV Show,Title 5474,Unknown,Unknown,United States,2014-03-09,2019,NC-17,5 Seasons,International TV Shows,A Netflix title used for portfolio analytics.
s105474,Movie,Title 5475,Unknown,Unknown,Thailand,2011-03-08,2005,TV-14,63 min,International TV Shows,A Netflix title used for portfolio analytics.
s105475,Movie,Title 5476,Unknown,Unknown,United States,2008-05-12,2018,TV-PG,104 min,TV Dramas,A Netflix title used for portfolio analytics.
s105476,Movie,Title 5477,Unknown,Unknown,United States,2010-10-02,1985,PG,84 min,Horror Movies,A Netflix title used for portfolio analytics.
s105477,Movie,Title 5478,Director N,Unknown,United States,2013-06-18,2012,TV-MA,76 min,Documentaries,A Netflix title used for portfolio analytics.
s105478,Movie,Title 5479,Director E,"Actor A, Actor B",France,2020-01-10,2009,TV-14,130 min,International TV Shows,A Netflix title used for portfolio analytics.
s105479,Movie,Title 5480,Director N,Unknown,South Korea,2011-08-03,1999,PG-13,121 min,"Comedies, Romantic Movies",A Netflix title used for portfolio analytics.
s105480,TV Show,Title 5481,Unknown,Unknown,"India, Brazil",2012-08-14,2017,TV-MA,4 Seasons,TV Comedies,A Netflix title used for portfolio analytics.
s105481,Movie,Title 5482,Director D,"Actor A, Actor B",United States,2013-09-01,1983,R,127 min,"Action & Adventure, International Movies",A Netflix title used for portfolio analytics.
s105482,TV Show,Title 5483,Director X,Unknown,United Kingdom,2017-03-14,2000,TV-MA,6 Seasons,Kids' TV,A Netflix title used for portfolio analytics.
s105483,TV Show,Title 5484,Director L,Unknown,INDIA,2012-12-12,1997,PG-13,3 Seasons,International Movies,A Netflix title used for portfolio analytics.
s105484,Movie,Title 5485,Director O,Unknown,United States,2008-01-06,2012,PG,96 min,Action & Adventure,A Netflix title used for portfolio analytics.
s105485,Movie,Title 5486,Unknown,Unknown,Japan,2020-09-13,2009,PG,66 min,International TV Shows,A Netflix title used for portfolio analytics.
s105486,TV Show,Title 5487,Unknown,Unknown,India,2010-10-02,2016,PG,2 Seasons,Horror Movies,A Netflix title used for portfolio analytics.
s105487,Movie,Title 5488,Unknown,Unknown,India,2019-07-04,1988,TV-14,74 min,Thrillers,A Netflix title used for portfolio analytics.
s105488,Movie,Title 5489,Unknown,"Actor A, Actor B","United Kingdom, Italy",2009-08-21,1980,TV-14,95 min,Documentaries,A Netflix title used for portfolio analytics.
s105489,Movie,Title 5490,Unknown,Unknown,"United States, Nigeria",2009-07-12,2006,PG-13,105 min,TV Comedies,A Netflix title used for portfolio analytics.
s105490,Movie,Title 5491,Unknown,"Actor A, Actor B","United States, Japan",2011-03-01,2016,TV-PG,87 min,TV Dramas,A Netflix title used for portfolio analytics.
s105491,Movie,Title 5492,Unknown,Unknown,United States,2014-02-17,1971,TV-Y7,72 min,"Action & Adventure, Comedies, Dramas",A Netflix title used for portfolio analytics.
s105492,Movie,Title 5493,Unknown,"Actor A, Actor B","Canada, Brazil",2016-01-27,2002,PG-13,85 min,Thrillers,A Netflix title used for portfolio analytics.
s105493,TV Show,Title 5494,Director D,"Actor A, Actor B",India,2008-05-04,1974,PG-13,6 Seasons,"Romantic Movies, TV Dramas",A Netflix title used for portfolio analytics.
s105494,Movie,Title 5495,Unknown,"Actor A, Actor B","Spain, France",2015-01-16,1988,TV-14,92 min,Romantic Movies,A Netflix title used for portfolio analytics.
s105495,Movie,Title 5496,Unknown,Unknown,India,2012-03-06,2000,TV-Y,128 min,Thrillers,A Netflix title used for portfolio analytics.
s105496,TV Show,Title 5497,Director O,Unknown,"United States, South Korea",2012-11-26,1982,TV-14,3 Seasons,International Movies,A Netflix title used for portfolio analytics.
s105497,Movie,Title 5498,Unknown,"Actor A, Actor B",United Kingdom,2012-02-15,2001,TV-MA,69 min,TV Comedies,A Netflix title used for portfolio analytics.
s105498,Movie,Title 5499,Director T,"Actor A, Actor B","Spain, Japan",2008-11-20,1994,TV-PG,82 min,Comedies,A Netflix title used for portfolio analytics.
s105499,Movie,Title 5500,Director E,Unknown,United States,2012-11-15,2017,TV-MA,95 min,"Action & Adventure, Dramas, International Movies",A Netflix title used for portfolio analytics.
s105500,TV Show,Title 5501,Unknown,"Actor A, Actor B","United States, Italy",2017-12-22,2012,TV-PG,8 Seasons,International Movies,A Netflix title used for portfolio analytics.
s105501,Movie,Title 5502,Unknown,Unknown,Japan,2009-07-20,2000,TV-14,44 min,Documentaries,A Netflix title used for portfolio analytics.
s105502,Movie,Title 5503,Unknown,"Actor A, Actor B","United States, Italy",2010-05-15,1997,TV-14,120 min,Thrillers,A Netflix title used for portfolio analytics.
s105503,Movie,Title 5504,Director L,Unknown,Germany,2010-03-15,1996,R,70 min,Dramas,A Netflix title used for portfolio analytics.
s105504,TV Show,Title 5505,Unknown,"Actor A, Actor B",United States,2011-12-07,2006,TV-Y,3 Seasons,TV Dramas,A Netflix title used for portfolio analytics.
s105505,Movie,Title 5506,Unknown,Unknown,United States,2010-02-23,2013,PG,101 min,Action & Adventure,A Netflix title used for portfolio analytics.
s105506,TV Show,Title 5507,Unknown,Unknown,United States,2008-07-31,1981,TV-PG,2 Seasons,TV Comedies,A Netflix title used for portfolio analytics.
s105507,Movie,Title 5508,Unknown,"Actor A, Actor B",Nigeria,2018-11-19,2014,TV-14,67 min,"International TV Shows, Stand-Up Comedy, Thrillers",A Netflix title used for portfolio analytics.
s105508,TV Show,Title 5509,Unknown,"Actor A, Actor B","United States, Spain",2020-10-07,1984,TV-14,1 Season,Horror Movies,A Netflix title used for portfolio analytics.
s105509,Movie,Title 5510,Director U,Unknown,India,2015-09-24,2006,R,74 min,International Movies,A Netflix title used for portfolio analytics.
s105510,Movie,Title 5511,Unknown,Unknown,"United Kingdom, Nigeria",2009-04-26,1991,TV-PG,126 min,Comedies,A Netflix title used for portfolio analytics.
s105511,Movie,Title 5512,Unknown,Unknown,United Kingdom,2019-01-05,2017,TV-14,59 min,Dramas,A Netflix title used for portfolio analytics.
s105512,Movie,Title 5513,Director Q,Unknown,United States,2013-10-02,1978,TV-MA,63 min,Comedies,A Netflix title used for portfolio analytics.
s105513,Movie,Title 5514,Director V,"Actor A, Actor B",Turkey,2008-07-14,1996,TV-MA,90 min,"Kids' TV, TV Comedies",A Netflix title used for portfolio analytics.
s105514,Movie,Title 5515,Unknown,Unknown,United States,2013-11-27,2002,TV-MA,108 min,"Comedies, Romantic Movies",A Netflix title used for portfolio analytics.
s105515,Movie,Title 5516,Director J,Unknown,UNITED KINGDOM,2010-10-05,1996,TV-14,116 min,International TV Shows,A Netflix title used for portfolio analytics.
s105516,Movie,Title 5517,Director G,Unknown,United States,2009-10-03,2005,R,87 min,"TV Comedies, Thrillers",A Netflix title used for portfolio analytics.
s105517,Movie,Title 5518,Director Y,Unknown,United States,2012-12-30,2003,NR,99 min,"International Movies, Thrillers",A Netflix title used for portfolio analytics.
s105518,TV Show,Title 5519,Unknown,"Actor A, Actor B",United States,2020-09-17,1992,TV-MA,4 Seasons,Horror Movies,A Netflix title used for portfolio analytics.
s105519,TV Show,Title 5520,Unknown,Unknown,"United States, Turkey",2019-04-08,2005,R,2 Seasons,TV Dramas,A Netflix title used for portfolio analytics.
s105520,Movie,Title 5521,Unknown,"Actor A, Actor B",Canada,2009-03-10,2011,TV-G,91 min,Horror Movies,A Netflix title used for portfolio analytics.
s105521,TV Show,Title 5522,Unknown,Unknown,United Kingdom,2008-10-28,1994,TV-MA,4 Seasons,TV Dramas,A Netflix title used for portfolio analytics.
s105522,Movie,Title 5523,Director O,Unknown,Canada,2015-04-06,2013,TV-14,93 min,International TV Shows,A Netflix title used for portfolio analytics.
s105523,Movie,Title 5524,Unknown,Unknown,France,2011-07-21,2000,PG,96 min,Romantic Movies,A Netflix title used for portfolio analytics.
s105524,TV Show,Title 5525,Director D,Unknown,India,2013-10-25,2007,TV-14,4 Seasons,"International Movies, TV Comedies",A Netflix title used for portfolio analytics.
s105525,Movie,Title 5526,Unknown,Unknown,"United States, India",2020-11-02,2018,TV-MA,69 min,Comedies,A Netflix title used for portfolio analytics.
s105526,Movie,Title 5527,Unknown,Unknown,United States,2019-06-15,2008,TV-14,87 min,"Action & Adventure, International TV Shows",A Netflix title used for portfolio analytics.
s105527,Movie,Title 5528,Director Y,Unknown,United States,2012-04-10,2012,TV-MA,101 min,Horror Movies,A Netflix title used for portfolio analytics.
s105528,Movie,Title 5529,Unknown,"Actor A, Actor B",Canada,2014-03-19,1991,NC-17,99 min,"Action & Adventure, Thrillers",A Netflix title used for portfolio analytics.
s105529,TV Show,Title 5530,Unknown,Unknown,India,2008-03-05,1973,R,5 Seasons,Documentaries,A Netflix title used for portfolio analytics.
s105530,Movie,Title 5531,Unknown,Unknown,India,2019-10-16,1988,TV-14,113 min,Action & Adventure,A Netflix title used for portfolio analytics.
s105531,TV Show,Title 5532,Unknown,Unknown,Nigeria,2011-08-18,2009,R,5 Seasons,"International Movies, International TV Shows",A Netflix title used for portfolio analytics.
s105532,TV Show,Title 5533,Director A,Unknown,United States,2018-05-13,2004,TV-14,1 Season,"Dramas, Kids' TV",A Netflix title used for portfolio analytics.
s105533,Movie,Title 5534,Unknown,"Actor A, Actor B","Canada, Mexico",2009-07-01,2008,TV-MA,70 min,"Horror Movies, International TV Shows",A Netflix title used for portfolio analytics.
s105534,Movie,Title 5535,Unknown,"Actor A, Actor B",United States,2013-02-14,2008,NC-17,151 min,Dramas,A Netflix title used for portfolio analytics.
s105535,TV Show,Title 5536,Director C,Unknown,India,2015-08-11,1982,PG-13,4 Seasons,"Dramas, International Movies",A Netflix title used for portfolio analytics.
s105536,Movie,Title 5537,Unknown,Unknown,,2014-02-09,2014,TV-Y7,80 min,Kids' TV,A Netflix title used for portfolio analytics.
s105537,TV Show,Title 5538,Director A,Unknown,United States,2009-03-07,1980,TV-MA,2 Seasons,Comedies,A Netflix title used for portfolio analytics.
s105538,TV Show,Title 5539,Director T,"Actor A, Actor B",India,2008-10-25,2013,NR,3 Seasons,International Movies,A Netflix title used for portfolio analytics.
s105539,Movie,Title 5540,Unknown,Unknown,United Kingdom,2011-06-22,2016,TV-PG,112 min,Horror Movies,A Netflix title used for portfolio analytics.
s105540,Movie,Title 5541,Director K,Unknown,INDIA,2009-11-02,1974,TV-MA,106 min,Kids' TV,A Netflix title used for portfolio analytics.
s105541,Movie,Title 5542,Director T,"Actor A, Actor B",France,2016-04-30,1973,TV-14,133 min,Comedies,A Netflix title used for portfolio analytics.
s105542,Movie,Title 5543,Director A,Unknown,India,2017-12-05,2017,TV-14,119 min,Kids' TV,A Netflix title used for portfolio analytics.
s105543,Movie,Title 5544,Director U,"Actor A, Actor B","United Kingdom, Thailand",2018-02-12,2011,TV-14,97 min,Romantic Movies,A Netflix title used for portfolio analytics.
s105544,Movie,Title 5545,Director R,"Actor A, Actor B",United States,2011-09-06,2006,G,52 min,TV Dramas,A Netflix title used for portfolio analytics.
s105545,TV Show,Title 5546,Director X,"Actor A, Actor B",Germany,2016-10-20,2014,TV-MA,3 Seasons,International Movies,A Netflix title used for portfolio analytics.
s105546,Movie,Title 5547,Unknown,Unknown,Canada,2013-12-20,2009,PG-13,82 min,"Documentaries, Dramas",A Netflix title used for portfolio analytics.
s105547,Movie,Title 5548,Director B,Unknown,"United States, Australia",2016-01-03,2016,NR,121 min,TV Dramas,A Netflix title used for portfolio analytics.
s105548,Movie,Title 5549,Unknown,Unknown,CANADA,2019-05-30,2015,TV-MA,68 min,Thrillers,A Netflix title used for portfolio analytics.
s105549,TV Show,Title 5550,Director D,"Actor A, Actor B",India,2014-03-18,2007,R,4 Seasons,International Movies,A Netflix title used for portfolio analytics.
s105550,Movie,Title 5551,Director M,"Actor A, Actor B",Japan,2010-03-14,2017,UR,41 min,Thrillers,A Netflix title used for portfolio analytics.
s105551,Movie,Title 5552,Unknown,Unknown,"United States, Thailand",2015-03-18,1990,TV-PG,103 min,Horror Movies,A Netflix title used for portfolio analytics.
s105552,Movie,Title 5553,Director X,Unknown,"United States, Canada",2015-05-20,2004,TV-PG,105 min,"Dramas, International Movies",A Netflix title used for portfolio analytics.
s105553,Movie,Title 5554,Director X,"Actor A, Actor B",Canada,2016-05-23,2004,TV-MA,125 min,"Horror Movies, Thrillers",A Netflix title used for portfolio analytics.
s105554,Movie,Title 5555,Director N,Unknown,,2019-04-30,1990,TV-14,87 min,Comedies,A Netflix title used for portfolio analytics.
