listing_id,neighborhood,room_type,price_eur,minimum_nights,number_of_reviews,latitude,longitude,last_scraped
ATH-105023,Psiri,Entire home/apt,107.68,1,21,37.983336,23.749081,2025-01-15
ATH-105024,Ilion,Entire home/apt,39.54,2,25,38.000774,23.76471,2025-01-15
ATH-105025,Exarcheia,Entire home/apt,109.99,2,23,37.986937,23.73229,2025-01-15
ATH-105026,Pangrati,Private room,70.88,3,26,37.992386,23.709325,2025-01-15
ATH-105027,Neos Kosmos,Entire home/apt,71.54,10,23,37.998223,23.735527,2025-01-15
ATH-105028,Zografou,Entire home/apt,68.69,7,17,37.968133,23.690367,2025-01-15
ATH-105029,Kypseli,Private room,107.02,1,26,37.966115,23.697218,2025-01-15
ATH-105030,Ilion,Entire home/apt,62.81,1,24,38.002024,23.730086,2025-01-15
ATH-105031,Metaxourgeio,Entire home/apt,84.79,3,17,37.970555,23.724233,2025-01-15
ATH-105032,Zografou,Entire home/apt,67.52,1,20,37.946397,23.718022,2025-01-15
ATH-105033,Gazi,Private room,98.78,1,13,37.980459,23.732167,2025-01-15
ATH-105034,Neos Kosmos,Entire home/apt,71.87,10,19,38.009709,23.749644,2025-01-15
ATH-105035,Kallithea,Entire home/apt,75.42,1,17,37.975432,23.732595,2025-01-15
ATH-105036,Neos Kosmos,Entire home/apt,93.68,5,18,37.988322,23.720116,2025-01-15
ATH-105037,Koukaki,Entire home/apt,113.86,1,18,38.007275,23.741138,2025-01-15
ATH-105038,Kolonaki,Private room,92.31,1,23,37.968509,23.717941,2025-01-15
ATH-105039,Ilion,Entire home/apt,51.11,5,21,38.007261,23.755143,2025-01-15
ATH-105040,Neos Kosmos,Entire home/apt,88.36,1,16,37.978997,23.733703,2025-01-15
ATH-105041,Neos Kosmos,Private room,56.49,3,22,37.977538,23.715279,2025-01-15
ATH-105042,Exarcheia,Entire home/apt,87.94,2,15,37.983127,23.73331,2025-01-15
ATH-105043,Kypseli,Private room,69.78,1,19,37.994688,23.697625,2025-01-15
ATH-105044,Syntagma,Private room,140.75,3,19,38.000492,23.747323,2025-01-15
ATH-105045,Plaka,Entire home/apt,204.01,2,23,37.984107,23.783107,2025-01-15
ATH-105046,Kypseli,Entire home/apt,120.57,2,31,37.995951,23.760756,2025-01-15
ATH-105047,Neos Kosmos,Entire home/apt,57.9,2,20,37.973959,23.758093,2025-01-15
ATH-105048,Pangrati,Entire home/apt,59.24,1,16,37.986133,23.730086,2025-01-15
ATH-105049,Plaka,Entire home/apt,208.73,4,21,37.998638,23.724674,2025-01-15
ATH-105050,Kypseli,Entire home/apt,59.74,5,14,37.978916,23.726163,2025-01-15
ATH-105051,Koukaki,Private room,85.39,7,25,38.000724,23.722378,2025-01-15
ATH-105052,Psiri,Private room,165.06,7,17,37.977649,23.78736,2025-01-15
ATH-105053,Plaka,Entire home/apt,113.32,1,18,37.983497,23.734257,2025-01-15
ATH-105054,Kolonaki,Entire home/apt,173.63,2,22,37.977285,23.716857,2025-01-15
ATH-105055,Syntagma,Entire home/apt,102.02,1,14,38.002742,23.733001,2025-01-15
ATH-105056,Vyronas,Entire home/apt,101.12,1,23,38.01401,23.698598,2025-01-15
ATH-105057,Vyronas,Private room,49.18,1,19,37.969435,23.724269,2025-01-15
ATH-105058,Kypseli,Entire home/apt,50.14,2,25,37.956773,23.745499,2025-01-15
ATH-105059,Syntagma,Entire home/apt,92.8,2,18,38.02972,23.709991,2025-01-15
ATH-105060,Plaka,Entire home/apt,97.51,3,23,38.0085,23.676437,2025-01-15
ATH-105061,Neos Kosmos,Entire home/apt,108.65,1,15,38.003469,23.711209,2025-01-15
ATH-105062,Koukaki,Entire home/apt,138.58,5,14,38.007667,23.726408,2025-01-15
ATH-105063,Neos Kosmos,Shared room,133.06,3,12,37.995112,23.733547,2025-01-15
ATH-105064,Syntagma,Private room,95.68,3,26,37.974476,23.749575,2025-01-15
ATH-105065,Ilion,Private room,87.11,7,18,37.968289,23.741836,2025-01-15
ATH-105066,Kypseli,Entire home/apt,59.84,2,25,37.986691,23.733378,2025-01-15
ATH-105067,Kypseli,Private room,71.45,3,18,37.989239,23.73505,2025-01-15
ATH-105068,Metaxourgeio,Private room,121.66,4,12,38.009286,23.713954,2025-01-15
ATH-105069,Gazi,Entire home/apt,127.06,1,17,38.012015,23.763,2025-01-15
ATH-105070,Monastiraki,Entire home/apt,134.79,2,23,37.954888,23.738656,2025-01-15
ATH-105071,Koukaki,Entire home/apt,70.46,2,21,38.020842,23.743209,2025-01-15
ATH-105072,Ilion,Entire home/apt,63.8,1,13,38.001682,23.738035,2025-01-15
ATH-105073,Ilion,Entire home/apt,39.56,7,19,37.998415,23.699953,2025-01-15
ATH-105074,Monastiraki,Entire home/apt,130.5,5,20,37.970099,23.710443,2025-01-15
ATH-105075,Ilion,Entire home/apt,103.7,3,14,37.967719,23.704524,2025-01-15
ATH-105076,Psiri,Entire home/apt,191.03,2,17,38.003925,23.723421,2025-01-15
ATH-105077,Kolonaki,Entire home/apt,136.41,1,21,38.018866,23.744984,2025-01-15
ATH-105078,Pangrati,Entire home/apt,893.84,2,17,37.981376,23.710094,2025-01-15
ATH-105079,Ilion,Entire home/apt,55.42,1,15,37.954738,23.775362,2025-01-15
ATH-105080,Plaka,Entire home/apt,222.63,1,16,37.969321,23.713916,2025-01-15
ATH-105081,Kallithea,Entire home/apt,746.16,1,16,37.975901,23.72968,2025-01-15
ATH-105082,Ilion,Entire home/apt,46.48,2,18,38.011778,23.731431,2025-01-15
ATH-105083,Syntagma,Private room,73.52,2,16,37.976523,23.731637,2025-01-15
ATH-105084,,Entire home/apt,61.66,7,20,37.967724,23.787457,2025-01-15
ATH-105085,Pangrati,Entire home/apt,132.36,3,15,37.976708,23.748463,2025-01-15
ATH-105086,Plaka,Private room,157.59,1,21,37.966065,23.740768,2025-01-15
ATH-105087,Kypseli,Entire home/apt,71.57,10,19,37.995099,23.768754,2025-01-15
ATH-105088,Kolonaki,Entire home/apt,197.09,7,22,37.965862,23.724969,2025-01-15
ATH-105089,Kolonaki,Entire home/apt,115.66,1,15,37.974345,23.719582,2025-01-15
ATH-105090,Exarcheia,Private room,93.67,1,24,37.978758,23.717194,2025-01-15
ATH-105091,Koukaki,Entire home/apt,73.88,3,22,37.970893,23.732781,2025-01-15
ATH-105092,Exarcheia,Entire home/apt,104.64,5,13,37.983617,23.706106,2025-01-15
ATH-105093,Syntagma,Entire home/apt,121.49,1,16,37.979426,23.742286,2025-01-15
ATH-105094,Kypseli,Entire home/apt,31.3,1,28,37.97684,23.727386,2025-01-15
ATH-105095,Psiri,Entire home/apt,132.67,1,15,38.004494,23.702433,2025-01-15
ATH-105096,Kolonaki,Entire home/apt,88.48,2,19,37.971484,23.698534,2025-01-15
ATH-105097,Ilion,Entire home/apt,74.83,1,14,37.971882,23.746961,2025-01-15
ATH-105098,Psiri,Private room,116.52,5,17,37.960349,23.729668,2025-01-15
ATH-105099,Kolonaki,Entire home/apt,160.72,4,18,37.953642,23.730287,2025-01-15
ATH-105100,Psiri,Private room,161.05,3,21,38.000865,23.711786,2025-01-15
ATH-105101,Pangrati,Entire home/apt,70.01,1,29,37.97772,23.739817,2025-01-15
ATH-105102,Plaka,Entire home/apt,143.52,5,24,37.990222,23.718688,2025-01-15
ATH-105103,Exarcheia,Entire home/apt,97.55,1,13,38.015517,23.739404,2025-01-15
ATH-105104,Ilion,Entire home/apt,60.36,3,18,38.002526,23.7174,2025-01-15
ATH-105105,Kypseli,Entire home/apt,44.32,3,19,37.998333,23.714293,2025-01-15
ATH-105106,Kolonaki,Private room,196.59,7,16,37.978783,23.723797,2025-01-15
ATH-105107,Monastiraki,Entire home/apt,137.57,10,17,37.975292,23.717558,2025-01-15
ATH-105108,Metaxourgeio,Entire home/apt,106.62,1,16,37.986092,23.763188,2025-01-15
ATH-105109,Kolonaki,Entire home/apt,194.28,10,14,37.977378,23.747057,2025-01-15
ATH-105110,Koukaki,Entire home/apt,117.23,4,21,37.95856,23.727598,2025-01-15
ATH-105111,Neos Kosmos,Entire home/apt,93.63,1,15,37.975156,23.775589,2025-01-15
ATH-105112,Zografou,Entire home/apt,63.61,2,24,37.965084,23.721658,2025-01-15
ATH-105113,Pangrati,Entire home/apt,111.08,1,21,37.974305,23.721708,2025-01-15
ATH-105114,Monastiraki,Entire home/apt,219.97,10,20,37.987393,23.706471,2025-01-15
ATH-105115,Syntagma,Entire home/apt,103.78,1,14,37.9928,23.740497,2025-01-15
ATH-105116,Kypseli,Entire home/apt,82.77,2,9,37.998789,23.731734,2025-01-15
ATH-105117,Ilion,Private room,33.71,3,25,38.028664,23.750174,2025-01-15
ATH-105118,Ilion,Entire home/apt,132.87,2,17,37.974529,23.731252,2025-01-15
ATH-105119,Ilion,Private room,56.15,1,15,37.979241,23.746657,2025-01-15
ATH-105120,Ilion,Private room,69.8,2,16,37.962988,23.720735,2025-01-15
ATH-105121,Ilion,Entire home/apt,44.59,2,18,37.957916,23.750118,2025-01-15
ATH-105122,Kypseli,Shared room,38.93,5,8,37.982587,23.76248,2025-01-15
ATH-105123,Monastiraki,Entire home/apt,182.79,1,17,37.999971,23.749775,2025-01-15
ATH-105124,Syntagma,Entire home/apt,136.53,1,12,37.990541,23.696299,2025-01-15
ATH-105125,Gazi,Entire home/apt,98.36,1,18,37.962435,23.735764,2025-01-15
ATH-105126,Kypseli,Entire home/apt,64.84,2,19,38.008228,23.712842,2025-01-15
ATH-105127,Metaxourgeio,Entire home/apt,63.75,10,25,37.983667,23.752768,2025-01-15
ATH-105128,Koukaki,Private room,168.97,4,20,37.992283,23.711894,2025-01-15
ATH-105129,Metaxourgeio,Entire home/apt,137.05,7,15,37.985157,23.727591,2025-01-15
ATH-105130,Metaxourgeio,Entire home/apt,55.32,1,24,38.008588,23.7185,2025-01-15
ATH-105131,Monastiraki,Entire home/apt,80.31,1,29,37.95192,23.741251,2025-01-15
ATH-105132,Gazi,Entire home/apt,126.87,2,18,37.995644,23.718775,2025-01-15
ATH-105133,Vyronas,Shared room,52.72,3,22,37.99878,23.715259,2025-01-15
ATH-105134,Koukaki,Entire home/apt,128.1,1,19,37.957377,23.725345,2025-01-15
ATH-105135,Neos Kosmos,Entire home/apt,137.56,1,17,37.97735,23.737621,2025-01-15
ATH-105136,Plaka,Entire home/apt,139.1,7,26,37.980932,23.766649,2025-01-15
ATH-105137,Ilion,Entire home/apt,25.25,1,15,38.002338,23.73402,2025-01-15
ATH-105138,Pangrati,Entire home/apt,135.76,2,14,37.982593,23.736336,2025-01-15
ATH-105139,Pangrati,Private room,108.45,1,19,38.022749,23.718865,2025-01-15
ATH-105140,Zografou,Entire home/apt,57.42,4,14,38.007048,23.703695,2025-01-15
ATH-105141,Kypseli,Entire home/apt,92.63,1,17,38.00327,23.736791,2025-01-15
ATH-105142,Exarcheia,Entire home/apt,54.5,4,16,37.985069,23.715055,2025-01-15
ATH-105143,Kallithea,Entire home/apt,52.02,3,18,37.989459,23.691959,2025-01-15
ATH-105144,Psiri,Private room,174.02,2,17,37.974214,23.753964,2025-01-15
ATH-105145,Vyronas,Entire home/apt,54.78,1,18,37.998206,23.702652,2025-01-15
ATH-105146,Kolonaki,Entire home/apt,144.0,3,14,37.978819,23.69947,2025-01-15
ATH-105147,Koukaki,Private room,74.05,4,17,37.970743,23.712105,2025-01-15
ATH-105148,Kolonaki,Private room,172.81,1,18,37.987858,23.695925,2025-01-15
ATH-105149,Pangrati,Entire home/apt,52.01,2,25,37.983965,23.700467,2025-01-15
ATH-105150,Monastiraki,Entire home/apt,95.74,7,14,37.956043,23.712192,2025-01-15
ATH-105151,Vyronas,Entire home/apt,48.9,1,28,37.962805,23.697838,2025-01-15
ATH-105152,Ilion,Entire home/apt,53.71,3,11,38.020394,23.698823,2025-01-15
ATH-105153,Gazi,Private room,86.92,1,25,37.96825,23.703157,2025-01-15
ATH-105154,Neos Kosmos,Entire home/apt,75.44,2,18,37.999533,23.696565,2025-01-15
ATH-105155,Vyronas,Entire home/apt,89.99,7,14,37.981565,23.70561,2025-01-15
ATH-105156,Psiri,Entire home/apt,132.64,7,16,37.99402,23.738672,2025-01-15
ATH-105157,Monastiraki,Entire home/apt,149.19,2,7,38.010394,23.699059,2025-01-15
ATH-105158,Koukaki,Entire home/apt,186.18,2,11,37.991592,23.707541,2025-01-15
ATH-105159,Gazi,Entire home/apt,133.71,3,15,38.005699,23.76286,2025-01-15
ATH-105160,Exarcheia,Entire home/apt,194.29,5,19,37.987537,23.726568,2025-01-15
ATH-105161,Zografou,Entire home/apt,€28.73,1,16,37.968974,23.754195,2025-01-15
ATH-105162,Vyronas,Entire home/apt,62.88,1,17,37.982028,23.684906,2025-01-15
ATH-105163,Kypseli,Entire home/apt,63.13,1,15,37.952757,23.751367,2025-01-15
ATH-105164,Psiri,Entire home/apt,67.35,2,19,37.993442,23.682844,2025-01-15
ATH-105165,Neos Kosmos,Entire home/apt,93.67,1,15,37.969491,23.700342,2025-01-15
ATH-105166,Neos Kosmos,Private room,€102.76,5,18,37.965794,23.755767,2025-01-15
ATH-105167,Syntagma,Entire home/apt,199.67,1,22,37.985639,23.735872,2025-01-15
ATH-105168,Kypseli,Entire home/apt,72.04,2,15,37.980742,23.737448,2025-01-15
ATH-105169,Monastiraki,Private room,161.66,3,25,37.964326,23.751948,2025-01-15
ATH-105170,Koukaki,Entire home/apt,198.61,2,10,37.99015,23.69575,2025-01-15
ATH-105171,Zografou,Entire home/apt,35.14,2,28,37.995445,23.714586,2025-01-15
ATH-105172,Plaka,Entire home/apt,158.31,10,22,37.988144,23.683436,2025-01-15
ATH-105173,Kolonaki,Entire home/apt,194.09,1,18,37.983126,23.771651,2025-01-15
ATH-105174,Plaka,Entire home/apt,189.35,1,19,37.963767,23.709763,2025-01-15
ATH-105175,Syntagma,Entire home/apt,113.76,3,17,38.006617,23.71732,2025-01-15
ATH-105176,Neos Kosmos,Entire home/apt,106.18,5,21,37.973968,23.759732,2025-01-15
ATH-105177,Metaxourgeio,Entire home/apt,84.85,2,20,37.963417,23.749615,2025-01-15
ATH-105178,Metaxourgeio,Entire home/apt,126.71,3,18,37.990888,23.732377,2025-01-15
ATH-105179,Monastiraki,Entire home/apt,129.66,4,19,37.991839,23.745503,2025-01-15
ATH-105180,Neos Kosmos,Entire home/apt,105.12,1,23,37.992984,23.697774,2025-01-15
ATH-105181,Kolonaki,Entire home/apt,199.79,10,18,37.996845,23.717897,2025-01-15
ATH-105182,Gazi,Entire home/apt,97.39,3,18,37.996177,23.715512,2025-01-15
ATH-105183,Psiri,Entire home/apt,92.59,2,17,37.988369,23.730994,2025-01-15
ATH-105184,Zografou,Entire home/apt,42.76,3,14,37.979882,23.725234,2025-01-15
ATH-105185,Ilion,Entire home/apt,58.2,1,17,37.966881,23.706363,2025-01-15
ATH-105186,Plaka,Entire home/apt,259.43,2,14,38.000919,23.74798,2025-01-15
ATH-105187,,Private room,141.18,2,12,37.977618,23.688626,2025-01-15
ATH-105188,Ilion,Entire home/apt,1059.76,2,22,37.982917,23.72874,2025-01-15
ATH-105189,Monastiraki,Entire home/apt,954.16,1,24,37.99526,23.712484,2025-01-15
ATH-105190,Koukaki,Entire home/apt,134.96,1,22,37.975623,23.741944,2025-01-15
ATH-105191,Kypseli,Private room,€63.02,1,24,37.977495,23.726733,2025-01-15
ATH-105192,Neos Kosmos,Entire home/apt,58.34,5,20,37.961034,23.74669,2025-01-15
ATH-105193,Koukaki,Private room,48.58,2,16,37.938122,23.705664,2025-01-15
ATH-105194,Plaka,Entire home/apt,158.17,3,11,37.949684,23.699316,2025-01-15
ATH-105195,,Entire home/apt,223.54,3,19,38.011046,23.704747,2025-01-15
ATH-105196,Metaxourgeio,Entire home/apt,82.08,2,26,37.939672,23.697043,2025-01-15
ATH-105197,Kypseli,Private room,54.08,7,20,37.967507,23.740821,2025-01-15
ATH-105198,,Entire home/apt,52.29,1,15,38.021869,23.734556,2025-01-15
ATH-105199,Metaxourgeio,Entire home/apt,105.34,5,17,37.986848,23.724138,2025-01-15
ATH-105200,Kypseli,Entire home/apt,67.83,1,19,37.975841,23.717074,2025-01-15
ATH-105201,,Entire home/apt,144.88,5,22,37.957494,23.728187,2025-01-15
ATH-105202,Plaka,Entire home/apt,136.78,2,19,37.986335,23.746585,2025-01-15
ATH-105203,Exarcheia,Entire home/apt,84.39,4,14,37.994264,23.730876,2025-01-15
ATH-105204,Plaka,Entire home/apt,130.46,1,11,38.008422,23.734828,2025-01-15
ATH-105205,Metaxourgeio,Private room,86.19,5,16,37.994793,23.697922,2025-01-15
ATH-105206,Kypseli,Entire home/apt,37.28,1,11,37.980334,23.729208,2025-01-15
ATH-105207,Kolonaki,Entire home/apt,€103.67,3,18,37.958848,23.750468,2025-01-15
ATH-105208,Psiri,Entire home/apt,73.02,1,18,37.99414,23.739893,2025-01-15
ATH-105209,Gazi,Entire home/apt,49.85,3,17,37.985098,23.738733,2025-01-15
ATH-105210,Kypseli,Entire home/apt,59.87,1,15,37.954613,23.700755,2025-01-15
ATH-105211,Exarcheia,Entire home/apt,125.89,1,17,37.994314,23.740155,2025-01-15
ATH-105212,Ilion,Entire home/apt,115.16,3,24,38.011459,23.706469,2025-01-15
ATH-105213,Gazi,Entire home/apt,116.65,2,22,37.987784,23.710294,2025-01-15
ATH-105214,Metaxourgeio,Entire home/apt,73.36,2,17,38.011681,23.737251,2025-01-15
ATH-105215,Kypseli,Private room,76.18,4,17,37.999513,23.71515,2025-01-15
ATH-105216,Gazi,Entire home/apt,101.38,1,28,37.983272,23.700149,2025-01-15
ATH-105217,Monastiraki,Entire home/apt,120.07,5,13,37.988294,23.729804,2025-01-15
ATH-105218,Kypseli,Entire home/apt,60.79,2,23,38.006806,23.726704,2025-01-15
ATH-105219,Koukaki,Entire home/apt,40.05,1,15,38.000224,23.699792,2025-01-15
ATH-105220,Kypseli,Entire home/apt,77.78,3,16,37.987182,23.755341,2025-01-15
ATH-105221,Gazi,Entire home/apt,87.67,2,14,37.953648,23.696541,2025-01-15
ATH-105222,Plaka,Entire home/apt,1002.48,1,20,37.977899,23.70928,2025-01-15
ATH-105223,,Entire home/apt,127.0,4,17,38.00264,23.741226,2025-01-15
ATH-105224,Syntagma,Shared room,136.62,5,13,37.990685,23.744703,2025-01-15
ATH-105225,Gazi,Private room,131.38,2,20,38.026111,23.745222,2025-01-15
ATH-105226,Vyronas,Entire home/apt,93.67,3,18,37.968653,23.717173,2025-01-15
ATH-105227,Vyronas,Entire home/apt,45.16,2,12,37.976722,23.751898,2025-01-15
ATH-105228,,Entire home/apt,75.76,2,21,37.966076,23.701404,2025-01-15
ATH-105229,Syntagma,Entire home/apt,237.77,1,13,37.969898,23.706778,2025-01-15
ATH-105230,Kallithea,Private room,76.34,1,15,37.954313,23.711589,2025-01-15
ATH-105231,Gazi,Entire home/apt,98.96,2,22,38.025393,23.709827,2025-01-15
ATH-105232,Gazi,Entire home/apt,113.66,1,23,37.97529,23.746467,2025-01-15
ATH-105233,Neos Kosmos,Private room,127.19,4,15,37.983829,23.723932,2025-01-15
ATH-105234,Koukaki,Entire home/apt,126.72,2,18,37.96529,23.748236,2025-01-15
ATH-105235,Monastiraki,Entire home/apt,150.55,10,20,37.995993,23.751936,2025-01-15
ATH-105236,Syntagma,Entire home/apt,259.73,3,24,37.97399,23.715865,2025-01-15
ATH-105237,Pangrati,Entire home/apt,133.67,1,24,37.958429,23.731476,2025-01-15
ATH-105238,Neos Kosmos,Entire home/apt,106.51,2,21,37.998644,23.727234,2025-01-15
ATH-105239,Metaxourgeio,Private room,58.86,1,16,37.950789,23.693685,2025-01-15
ATH-105240,Pangrati,Shared room,146.4,1,15,37.977307,23.744283,2025-01-15
ATH-105241,Exarcheia,Entire home/apt,124.56,3,20,37.992049,23.738182,2025-01-15
ATH-105242,Monastiraki,Entire home/apt,€152.37,1,21,37.987041,23.709134,2025-01-15
ATH-105243,Kypseli,Entire home/apt,88.82,4,17,37.994141,23.72193,2025-01-15
ATH-105244,Ilion,Entire home/apt,34.59,7,21,37.994625,23.691011,2025-01-15
ATH-105245,Kallithea,Private room,115.45,4,11,37.961467,23.739079,2025-01-15
ATH-105246,Vyronas,Entire home/apt,92.74,1,17,37.982423,23.725674,2025-01-15
ATH-105247,Koukaki,Entire home/apt,108.8,3,20,37.983848,23.703519,2025-01-15
ATH-105248,Gazi,Entire home/apt,120.41,1,18,37.981963,23.744257,2025-01-15
ATH-105249,Plaka,Entire home/apt,260.39,1,17,37.998183,23.726975,2025-01-15
ATH-105250,Kolonaki,Entire home/apt,150.15,1,23,37.986675,23.733711,2025-01-15
ATH-105251,Neos Kosmos,Entire home/apt,87.47,1,11,38.005661,23.732631,2025-01-15
ATH-105252,Psiri,Entire home/apt,158.84,2,14,37.961797,23.73191,2025-01-15
ATH-105253,Kypseli,Private room,€67.26,2,18,37.95813,23.729028,2025-01-15
ATH-105254,Pangrati,Private room,89.83,3,23,38.022306,23.747914,2025-01-15
ATH-105255,Kolonaki,Entire home/apt,150.9,2,16,37.989691,23.740166,2025-01-15
ATH-105256,Psiri,Entire home/apt,173.23,1,22,38.003599,23.721462,2025-01-15
ATH-105257,,Private room,80.39,3,18,37.982365,23.71904,2025-01-15
ATH-105258,Exarcheia,Entire home/apt,115.92,2,16,37.974343,23.749968,2025-01-15
ATH-105259,Kypseli,Entire home/apt,53.3,2,17,37.970565,23.766332,2025-01-15
ATH-105260,Kallithea,Entire home/apt,131.33,1,21,37.976231,23.741951,2025-01-15
ATH-105261,Zografou,Entire home/apt,57.91,4,20,37.980773,23.710129,2025-01-15
ATH-105262,Pangrati,Entire home/apt,108.85,1,20,37.964045,23.740746,2025-01-15
ATH-105263,Neos Kosmos,Private room,900.16,3,16,37.996486,23.728207,2025-01-15
ATH-105264,Vyronas,Entire home/apt,111.31,5,21,37.973161,23.745407,2025-01-15
ATH-105265,Plaka,Private room,259.63,2,18,37.992815,23.717047,2025-01-15
ATH-105266,Kolonaki,Entire home/apt,109.99,4,28,38.006843,23.747581,2025-01-15
ATH-105267,Kypseli,Entire home/apt,30.22,2,15,37.958602,23.744813,2025-01-15
ATH-105268,Koukaki,Entire home/apt,93.44,7,10,37.963813,23.732206,2025-01-15
ATH-105269,Gazi,Private room,205.0,3,23,37.967148,23.737671,2025-01-15
ATH-105270,Kallithea,Entire home/apt,80.66,1,16,37.987979,23.719344,2025-01-15
ATH-105271,Gazi,Entire home/apt,118.42,2,20,37.97649,23.747425,2025-01-15
ATH-105272,Plaka,Entire home/apt,192.45,2,20,37.971265,23.688026,2025-01-15
ATH-105273,Kallithea,Shared room,62.09,1,23,37.959885,23.753308,2025-01-15
ATH-105274,Kolonaki,Entire home/apt,408.34,2,17,37.98794,23.765582,2025-01-15
ATH-105275,Koukaki,Entire home/apt,73.53,1,11,38.008291,23.727354,2025-01-15
ATH-105276,Metaxourgeio,Entire home/apt,95.22,2,27,37.982583,23.743819,2025-01-15
ATH-105277,Zografou,Entire home/apt,46.22,1,15,37.997347,23.700046,2025-01-15
ATH-105278,Kallithea,Entire home/apt,111.29,1,20,37.976069,23.735225,2025-01-15
ATH-105279,Plaka,Entire home/apt,117.73,2,15,37.957279,23.68206,2025-01-15
ATH-105280,Syntagma,Entire home/apt,75.21,4,20,37.970133,23.773513,2025-01-15
ATH-105281,Plaka,Entire home/apt,150.72,1,25,37.998017,23.722829,2025-01-15
ATH-105282,Metaxourgeio,Entire home/apt,60.05,7,10,38.014745,23.743474,2025-01-15
ATH-105283,Monastiraki,Entire home/apt,181.15,1,16,37.970217,23.696786,2025-01-15
ATH-105284,Koukaki,Entire home/apt,101.05,3,18,37.993406,23.708544,2025-01-15
ATH-105285,Metaxourgeio,Entire home/apt,77.01,1,20,37.983838,23.728588,2025-01-15
ATH-105286,Neos Kosmos,Entire home/apt,89.11,1,20,37.984509,23.687688,2025-01-15
ATH-105287,Kallithea,Private room,116.44,7,20,37.972491,23.731689,2025-01-15
ATH-105288,Zografou,Entire home/apt,99.39,2,20,37.987181,23.751935,2025-01-15
ATH-105289,Exarcheia,Entire home/apt,76.26,1,17,37.991259,23.761593,2025-01-15
ATH-105290,Ilion,Private room,104.95,4,15,37.980322,23.755428,2025-01-15
ATH-105291,Psiri,Entire home/apt,92.35,4,15,37.990359,23.716216,2025-01-15
ATH-105292,Metaxourgeio,Entire home/apt,45.92,1,23,37.968258,23.733004,2025-01-15
ATH-105293,Gazi,Entire home/apt,63.22,3,15,37.952319,23.722798,2025-01-15
ATH-105294,Kolonaki,Entire home/apt,204.91,1,27,38.023328,23.762894,2025-01-15
ATH-105295,Metaxourgeio,Entire home/apt,64.0,3,23,37.99617,23.720436,2025-01-15
ATH-105296,Zografou,Entire home/apt,58.57,1,17,37.964946,23.725824,2025-01-15
ATH-105297,Ilion,Entire home/apt,95.35,1,21,37.989113,23.743185,2025-01-15
ATH-105298,Ilion,Entire home/apt,44.42,2,15,38.00209,23.689927,2025-01-15
ATH-105299,Metaxourgeio,Private room,€165.15,2,24,37.975256,23.749644,2025-01-15
ATH-105300,,Private room,344.57,1,17,37.973949,23.715678,2025-01-15
ATH-105301,Psiri,Entire home/apt,134.07,2,9,37.963495,23.773063,2025-01-15
ATH-105302,Vyronas,Shared room,43.79,1,29,38.006464,23.710962,2025-01-15
ATH-105303,Koukaki,Entire home/apt,180.29,3,14,37.996511,23.742961,2025-01-15
ATH-105304,Kallithea,Entire home/apt,72.63,1,18,37.989434,23.703966,2025-01-15
ATH-105305,Ilion,Entire home/apt,76.94,2,21,37.972028,23.728302,2025-01-15
ATH-105306,Gazi,Entire home/apt,88.95,3,14,37.967506,23.732155,2025-01-15
ATH-105307,Exarcheia,Entire home/apt,67.38,1,25,38.022434,23.717551,2025-01-15
ATH-105308,Plaka,Entire home/apt,139.76,5,13,37.992341,23.730753,2025-01-15
ATH-105309,Ilion,Entire home/apt,39.4,2,16,38.000985,23.732919,2025-01-15
ATH-105310,Kypseli,Entire home/apt,76.06,1,21,38.011097,23.735994,2025-01-15
ATH-105311,Psiri,Entire home/apt,111.79,1,16,37.969087,23.730946,2025-01-15
ATH-105312,Metaxourgeio,Private room,67.16,1,13,38.001325,23.72467,2025-01-15
ATH-105313,Kypseli,Private room,50.05,2,16,37.955056,23.731917,2025-01-15
ATH-105314,,Entire home/apt,154.55,2,19,37.996034,23.745764,2025-01-15
ATH-105315,Kolonaki,Entire home/apt,838.32,3,15,37.965318,23.713787,2025-01-15
ATH-105316,,Entire home/apt,54.62,10,15,37.976108,23.744231,2025-01-15
ATH-105317,Psiri,Private room,120.63,1,17,38.020281,23.708895,2025-01-15
ATH-105318,Kypseli,Entire home/apt,61.96,3,22,38.012445,23.768929,2025-01-15
ATH-105319,Neos Kosmos,Entire home/apt,58.47,10,14,37.98759,23.745394,2025-01-15
ATH-105320,Kolonaki,Entire home/apt,151.83,2,14,37.980467,23.721854,2025-01-15
ATH-105321,Kypseli,Entire home/apt,51.0,2,21,37.989706,23.731441,2025-01-15
ATH-105322,Metaxourgeio,Entire home/apt,78.47,3,16,38.003429,23.734331,2025-01-15
ATH-105323,Monastiraki,Entire home/apt,156.23,10,22,37.996582,23.730643,2025-01-15
ATH-105324,Zografou,Entire home/apt,34.53,3,18,38.003501,23.733694,2025-01-15
ATH-105325,Kolonaki,Entire home/apt,115.4,2,16,38.024629,23.722033,2025-01-15
ATH-105326,Koukaki,Entire home/apt,172.16,10,13,37.95931,23.713469,2025-01-15
ATH-105327,Plaka,Private room,185.23,4,16,38.003194,23.748442,2025-01-15
ATH-105328,Exarcheia,Entire home/apt,112.18,2,8,37.977813,23.699053,2025-01-15
ATH-105329,Neos Kosmos,Private room,€59.78,1,15,37.956157,23.725718,2025-01-15
