show_id,type,title,rating,release_year,date_added,duration,country,listed_in,description,date_added_parsed,duration_value,duration_unit,date_added_year
s05423,TV Show,Title 5423,PG-13,1952,"August 27, 2013",5 Seasons,Canada,"Romantic Movies, TV Comedies",A short description.,2013-08-27,5,Seasons,2013.0
s05424,Movie,Title 5424,PG-13,1979,09/20/2017,138 min,"Turkey, Spain","Dramas, TV Dramas",A short description.,,138,Minutes,
s05425,TV Show,Title 5425,TV-MA,1997,"September 23, 2013",8 Seasons,Australia,Romantic Movies,A short description.,2013-09-23,8,Seasons,2013.0
s05426,Movie,Title 5426,TV-14,1980,"October 10, 2019",96 min,Turkey,"TV Comedies, Action & Adventure",A short description.,2019-10-10,96,Minutes,2019.0
s05427,Movie,Title 5427,TV-14,1996,2013-06-30,89 min,"South Africa, Canada","Sports Movies, Dramas",A short description.,,89,Minutes,
s05428,TV Show,Title 5428,PG-13,2000,"January 21, 2015",4 Seasons,"Australia, France",Horror Movies,A short description.,2015-01-21,4,Seasons,2015.0
s05429,TV Show,Title 5429,R,2018,"November 25, 2014",8 Seasons,"Brazil, South Africa","International Movies, TV Comedies",A short description.,2014-11-25,8,Seasons,2014.0
s05430,Movie,Title 5430,G,1992,"March 17, 2010",173 min,"India, Brazil",Romantic Movies,A short description.,2010-03-17,173,Minutes,2010.0
s05431,Movie,Title 5431,PG-13,2000,"December 07, 2018",68 min,Mexico,Kids' TV,A short description.,2018-12-07,68,Minutes,2018.0
s05432,Movie,Title 5432,TV-PG,1971,06/29/2011,110 min,Turkey,"Documentaries, Independent Movies, Dramas",A short description.,,110,Minutes,
s05433,TV Show,Title 5433,TV-MA,1960,"February 28, 2015",4 Seasons,Brazil,Thrillers,A short description.,2015-02-28,4,Seasons,2015.0
s05434,Movie,Title 5434,TV-PG,1957,"December 27, 2019",91 min,Canada,"TV Comedies, International Movies",A short description.,2019-12-27,91,Minutes,2019.0
s05435,TV Show,Title 5435,UR,1957,"December 06, 2020",5 Seasons,"South Africa, United States, United Kingdom","TV Dramas, International Movies",A short description.,2020-12-06,5,Seasons,2020.0
s05436,Movie,Title 5436,TV-PG,2008,"July 14, 2012",89 min,United Kingdom,Comedies,A short description.,2012-07-14,89,Minutes,2012.0
s05437,TV Show,Title 5437,TV-Y,1952,"February 20, 2014",1 Season,France,"Independent Movies, Dramas",A short description.,2014-02-20,1,Seasons,2014.0
s05438,Movie,Title 5438,,1984,"March 23, 2016",72 min,"Japan, South Africa","Dramas, Action & Adventure",A short description.,2016-03-23,72,Minutes,2016.0
s05439,TV Show,Title 5439,TV-14,1993,"September 10, 2017",3 Seasons,Australia,"TV Comedies, Comedies, International Movies",A short description.,2017-09-10,3,Seasons,2017.0
s05440,Movie,Title 5440,PG-13,1997,"October 01, 2012",124 min,United Kingdom,International Movies,A short description.,2012-10-01,124,Minutes,2012.0
s05441,Movie,Title 5441,TV-PG,1954,"January 15, 2016",105 min,Spain,"TV Comedies, International Movies",A short description.,2016-01-15,105,Minutes,2016.0
s05442,TV Show,Title 5442,TV-14,2011,"March 07, 2019",4 Seasons,Germany,"Romantic Movies, Action & Adventure, Kids' TV",A short description.,2019-03-07,4,Seasons,2019.0
s05443,TV Show,Title 5443,TV-MA,1981,"May 21, 2018",5 Seasons,"United Kingdom, Thailand","Independent Movies, Action & Adventure",A short description.,2018-05-21,5,Seasons,2018.0
s05444,TV Show,Title 5444,TV-MA,1951,"January 17, 2019",2 Seasons,"Thailand, United Kingdom","Comedies, Sports Movies",A short description.,2019-01-17,2,Seasons,2019.0
s05445,Movie,Title 5445,TV-MA,1959,"October 10, 2019",111 min,United States,"Romantic Movies, Dramas",A short description.,2019-10-10,111,Minutes,2019.0
s05446,Movie,Title 5446,TV-PG,2011,06/23/2019,178 min,France,Action & Adventure,A short description.,,178,Minutes,
s05447,TV Show,Title 5447,TV-MA,2016,08/18/2015,4 Seasons,United States,"Independent Movies, TV Dramas",A short description.,,4,Seasons,
s05448,Movie,Title 5448,TV-14,2003,"September 19, 2020",115 min,Brazil,TV Comedies,A short description.,2020-09-19,115,Minutes,2020.0
s05449,Movie,Title 5449,TV-14,1973,"June 10, 2015",174 min,"Nigeria, France","Action & Adventure, TV Dramas",A short description.,2015-06-10,174,Minutes,2015.0
s05450,Movie,Title 5450,TV-14,2017,"October 21, 2017",178 min,"India, Germany, United States","Kids' TV, Horror Movies",A short description.,2017-10-21,178,Minutes,2017.0
s05451,Movie,Title 5451,NR,1969,05/15/2020,133 min,Germany,"Comedies, Sports Movies",A short description.,,133,Minutes,
s05452,Movie,Title 5452,TV-14,1966,"June 23, 2010",69 min,India,"TV Dramas, Romantic Movies",A short description.,2010-06-23,69,Minutes,2010.0
s05453,TV Show,Title 5453,TV-MA,2004,"April 09, 2020",7 Seasons,Turkey,Dramas,A short description.,2020-04-09,7,Seasons,2020.0
s05454,Movie,Title 5454,,1972,"January 16, 2019",172 min,Spain,"Comedies, Dramas",A short description.,2019-01-16,172,Minutes,2019.0
s05455,TV Show,Title 5455,G,1986,12/19/2020,3 Seasons,United States,"Sports Movies, International Movies, Dramas",A short description.,,3,Seasons,
s05456,Movie,Title 5456,R,1996,"July 02, 2018",148 min,Brazil,"Horror Movies, Action & Adventure, Thrillers",A short description.,2018-07-02,148,Minutes,2018.0
s05457,Movie,Title 5457,PG-13,1961,"September 21, 2011",60 min,"India, United States","Thrillers, Sports Movies",A short description.,2011-09-21,60,Minutes,2011.0
s05458,Movie,Title 5458,TV-MA,2015,"April 28, 2013",76 min,Turkey,"Action & Adventure, Dramas",A short description.,2013-04-28,76,Minutes,2013.0
s05459,Movie,Title 5459,PG-13,1961,"January 15, 2010",129 min,Mexico,Comedies,A short description.,2010-01-15,129,Minutes,2010.0
s05460,Movie,Title 5460,TV-MA,2020,"September 08, 2016",80 min,Germany,TV Comedies,A short description.,2016-09-08,80,Minutes,2016.0
s05461,TV Show,Title 5461,TV-14,1969,"October 24, 2014",1 Season,India,Documentaries,A short description.,2014-10-24,1,Seasons,2014.0
s05462,Movie,Title 5462,TV-MA,1979,"March 23, 2015",141 min,United States,Documentaries,A short description.,2015-03-23,141,Minutes,2015.0
s05463,Movie,Title 5463,PG-13,1967,"January 25, 2018",151,South Korea,"Romantic Movies, Thrillers",A short description.,2018-01-25,151,Minutes,2018.0
s05464,TV Show,Title 5464,TV-MA,1988,"January 09, 2019",8 Seasons,South Africa,"Comedies, Romantic Movies",A short description.,2019-01-09,8,Seasons,2019.0
s05465,Movie,Title 5465,TV-MA,1950,"October 20, 2010",174,South Africa,Romantic Movies,A short description.,2010-10-20,174,Minutes,2010.0
s05466,TV Show,Title 5466,TV-MA,1962,"February 02, 2020",8 Seasons,Spain,Romantic Movies,A short description.,2020-02-02,8,Seasons,2020.0
s05467,TV Show,Title 5467,R,1986,"February 10, 2014",8 Seasons,"Turkey, India","Documentaries, Sports Movies",A short description.,2014-02-10,8,Seasons,2014.0
s05468,Movie,Title 5468,TV-MA,1999,"April 10, 2018",154 min,"India, Nigeria","International Movies, Sports Movies",A short description.,2018-04-10,154,Minutes,2018.0
s05469,Movie,Title 5469,TV-14,2018,"May 25, 2016",110 min,Germany,TV Comedies,A short description.,2016-05-25,110,Minutes,2016.0
s05470,Movie,Title 5470,TV-14,2009,"November 19, 2014",165 min,India,"Action & Adventure, TV Comedies",A short description.,2014-11-19,165,Minutes,2014.0
s05471,Movie,Title 5471,PG-13,2015,"May 04, 2012",119 min,South Africa,"Comedies, TV Comedies",A short description.,2012-05-04,119,Minutes,2012.0
s05472,Movie,Title 5472,TV-MA,2006,"February 01, 2012",64,,"TV Dramas, Dramas, Kids' TV",A short description.,2012-02-01,64,Minutes,2012.0
s05473,TV Show,Title 5473,TV-G,2005,"January 16, 2018",3 Seasons,Germany,Sports Movies,A short description.,2018-01-16,3,Seasons,2018.0
s05474,Movie,Title 5474,TV-14,1974,07/15/2013,101 min,"Turkey, South Korea","Action & Adventure, Comedies",A short description.,,101,Minutes,
s05475,TV Show,Title 5475,TV-MA,2014,"July 11, 2012",7 Seasons,Japan,"Comedies, Sports Movies",A short description.,2012-07-11,7,Seasons,2012.0
s05476,Movie,Title 5476,TV-MA,2018,"January 24, 2010",138 min,Germany,"Sports Movies, Documentaries",A short description.,2010-01-24,138,Minutes,2010.0
s05477,Movie,Title 5477,TV-MA,1986,"April 01, 2019",142 min,Germany,"Kids' TV, Sports Movies",A short description.,2019-04-01,142,Minutes,2019.0
s05478,Movie,Title 5478,TV-14,1958,"May 09, 2014",160 min,India,TV Comedies,A short description.,2014-05-09,160,Minutes,2014.0
s05479,Movie,Title 5479,TV-MA,1953,"October 31, 2013",86 min,Japan,"Dramas, TV Dramas, International Movies",A short description.,2013-10-31,86,Minutes,2013.0
s05480,,Title 5480,UR,1985,"February 02, 2014",128 min,"Mexico, South Africa","TV Dramas , Independent Movies",A short description.,2014-02-02,128,Minutes,2014.0
s05481,Movie,Title 5481,TV-14,1995,"August 02, 2016",170 min,"India, South Africa",Comedies,A short description.,2016-08-02,170,Minutes,2016.0
s05482,Movie,Title 5482,TV-MA,1989,"April 21, 2015",129,Spain,TV Dramas,A short description.,2015-04-21,129,Minutes,2015.0
s05483,Movie,Title 5483,TV-14,2013,"December 27, 2015",115 min,Japan,TV Comedies,A short description.,2015-12-27,115,Minutes,2015.0
s05484,Movie,Title 5484,TV-MA,1988,01/21/2013,125 min,,"Romantic Movies, Independent Movies",A short description.,,125,Minutes,
s05485,TV Show,Title 5485,TV-MA,1996,"April 06, 2013",6 Seasons,"Mexico, Canada",TV Comedies,A short description.,2013-04-06,6,Seasons,2013.0
s05486,TV Show,Title 5486,TV-14,2003,"June 29, 2019",2 Seasons,South Africa,"International Movies, TV Comedies",A short description.,2019-06-29,2,Seasons,2019.0
s05487,TV Show,Title 5487,TV-MA,2013,"October 31, 2014",1 Season,Thailand,Horror Movies,A short description.,2014-10-31,1,Seasons,2014.0
s05488,Movie,Title 5488,TV-MA,1993,"September 14, 2020",165 min,Thailand,Romantic Movies,A short description.,2020-09-14,165,Minutes,2020.0
s05489,Movie,Title 5489,TV-Y7,1989,"April 23, 2019",122 min,United States,Action & Adventure,A short description.,2019-04-23,122,Minutes,2019.0
s05490,TV Show,Title 5490,R,1955,"October 30, 2017",4 Seasons,Spain,TV Dramas,A short description.,2017-10-30,4,Seasons,2017.0
s05491,Movie,Title 5491,TV-Y7,1995,"January 13, 2016",120 min,,"Independent Movies, Kids' TV",A short description.,2016-01-13,120,Minutes,2016.0
s05492,TV Show,Title 5492,TV-MA,1962,"March 19, 2019",8 Seasons,Canada,"Horror Movies , Documentaries , Thrillers",A short description.,2019-03-19,8,Seasons,2019.0
s05493,Movie,Title 5493,NR,1976,"August 12, 2010",73 min,Brazil,TV Comedies,A short description.,2010-08-12,73,Minutes,2010.0
s05494,Movie,Title 5494,TV-14,1987,"June 29, 2015",170 min,Nigeria,"Kids' TV, Action & Adventure",A short description.,2015-06-29,170,Minutes,2015.0
s05495,TV Show,Title 5495,TV-MA,1955,"November 04, 2017",5 Seasons,Japan,Dramas,A short description.,2017-11-04,5,Seasons,2017.0
s05496,Movie,Title 5496,PG,1999,"March 11, 2011",92 min,"United Kingdom, Spain",Sports Movies,A short description.,2011-03-11,92,Minutes,2011.0
s05497,Movie,Title 5497,TV-MA,1969,"January 04, 2012",88 min,Spain,Kids' TV,A short description.,2012-01-04,88,Minutes,2012.0
s05498,Movie,Title 5498,TV-14,1986,"September 20, 2010",169 min,India,"Documentaries, Kids' TV",A short description.,2010-09-20,169,Minutes,2010.0
s05499,Movie,Title 5499,PG,1974,"May 08, 2015",136 min,Germany,"Horror Movies, Dramas",A short description.,2015-05-08,136,Minutes,2015.0
s05500,Movie,Title 5500,TV-PG,1975,"December 16, 2015",65 min,"South Korea, India",Thrillers,A short description.,2015-12-16,65,Minutes,2015.0
s05501,Movie,Title 5501,TV-14,1977,"February 26, 2015",149,United Kingdom,Dramas,A short description.,2015-02-26,149,Minutes,2015.0
s05502,Movie,Title 5502,TV-14,1953,"August 09, 2010",150 min,India,"Horror Movies, Comedies",A short description.,2010-08-09,150,Minutes,2010.0
s05503,Movie,Title 5503,TV-MA,1963,"May 09, 2015",160 min,"France, Thailand, South Korea","Romantic Movies, Sports Movies",A short description.,2015-05-09,160,Minutes,2015.0
s05504,Movie,Title 5504,,2005,"October 09, 2019",155 min,,Documentaries,A short description.,2019-10-09,155,Minutes,2019.0
s05505,TV Show,Title 5505,TV-MA,1958,"May 05, 2010",7 Seasons,United States,"International Movies, Thrillers, Comedies",A short description.,2010-05-05,7,Seasons,2010.0
s05506,Movie,Title 5506,TV-MA,1985,"July 15, 2018",172 min,Japan,"International Movies, TV Comedies",A short description.,2018-07-15,172,Minutes,2018.0
s05507,Movie,Title 5507,TV-MA,1959,"December 30, 2012",158 min,Canada,Dramas,A short description.,2012-12-30,158,Minutes,2012.0
s05508,Movie,Title 5508,TV-Y,1988,"October 28, 2010",86 min,South Korea,"Sports Movies, Comedies",A short description.,2010-10-28,86,Minutes,2010.0
s05509,TV Show,Title 5509,PG-13,1995,"July 23, 2010",3 Seasons,Thailand,"Documentaries, TV Comedies",A short description.,2010-07-23,3,Seasons,2010.0
s05510,Movie,Title 5510,TV-14,1983,"February 21, 2010",137 min,South Korea,Independent Movies,A short description.,2010-02-21,137,Minutes,2010.0
s05511,Movie,Title 5511,TV-G,2004,"July 26, 2014",120 min,Mexico,"Horror Movies, Kids' TV, TV Comedies",A short description.,2014-07-26,120,Minutes,2014.0
s05512,Movie,Title 5512,TV-MA,1968,"June 24, 2015",175 min,Germany,"Thrillers, International Movies, Dramas",A short description.,2015-06-24,175,Minutes,2015.0
s05513,Movie,Title 5513,TV-Y,1989,"November 01, 2016",126 min,Brazil,"Romantic Movies, Sports Movies",A short description.,2016-11-01,126,Minutes,2016.0
s05514,Movie,Title 5514,TV-MA,1969,"November 23, 2010",126 min,Spain,Horror Movies,A short description.,2010-11-23,126,Minutes,2010.0
s05515,Movie,Title 5515,TV-14,1986,"March 13, 2017",107 min,South Africa,"Action & Adventure, Thrillers, Dramas",A short description.,2017-03-13,107,Minutes,2017.0
s05516,TV Show,Title 5516,TV-MA,1954,"February 20, 2018",3 Seasons,Brazil,International Movies,A short description.,2018-02-20,3,Seasons,2018.0
s05517,Movie,Title 5517,,1969,"September 17, 2010",77 min,Thailand,Independent Movies,A short description.,2010-09-17,77,Minutes,2010.0
s05518,Movie,Title 5518,TV-Y,2000,"June 05, 2017",143 min,Japan,"Dramas, Sports Movies",A short description.,2017-06-05,143,Minutes,2017.0
s05519,Movie,Title 5519,TV-PG,2005,"April 23, 2011",83 min,United States,Horror Movies,A short description.,2011-04-23,83,Minutes,2011.0
s05520,Movie,Title 5520,TV-MA,1969,"November 01, 2014",92 min,United Kingdom,"Dramas, International Movies",A short description.,2014-11-01,92,Minutes,2014.0
s05521,Movie,Title 5521,TV-MA,1968,"August 01, 2019",118 min,United States,TV Dramas,A short description.,2019-08-01,118,Minutes,2019.0
s05522,Movie,Title 5522,TV-14,1971,"November 05, 2015",121 min,United States,"Sports Movies, Dramas",A short description.,2015-11-05,121,Minutes,2015.0
s05523,Movie,Title 5523,TV-14,1969,"October 16, 2014",120 min,Thailand,"Independent Movies, TV Comedies",A short description.,2014-10-16,120,Minutes,2014.0
s05524,TV Show,Title 5524,TV-MA,2020,"March 03, 2019",7 Seasons,Canada,Action & Adventure,A short description.,2019-03-03,7,Seasons,2019.0
s05525,Movie,Title 5525,R,1996,"May 18, 2012",88 min,Thailand,"Kids' TV, Independent Movies",A short description.,2012-05-18,88,Minutes,2012.0
s05526,TV Show,Title 5526,TV-PG,1977,"April 04, 2012",6 Seasons,South Africa,"Sports Movies, Kids' TV",A short description.,2012-04-04,6,Seasons,2012.0
s05527,Movie,Title 5527,TV-Y,1982,"February 17, 2015",128 min,Mexico,"TV Comedies, International Movies",A short description.,2015-02-17,128,Minutes,2015.0
s05528,Movie,Title 5528,TV-14,1986,"April 29, 2011",93 min,"Australia, France",Romantic Movies,A short description.,2011-04-29,93,Minutes,2011.0
s05529,Movie,Title 5529,TV-14,1989,"March 31, 2010",104 min,South Korea,Kids' TV,A short description.,2010-03-31,104,Minutes,2010.0
s05530,TV Show,Title 5530,TV-14,1977,"December 25, 2013",5 Seasons,"South Africa, Canada",Romantic Movies,A short description.,2013-12-25,5,Seasons,2013.0
s05531,Movie,Title 5531,TV-MA,2019,"September 05, 2011",104 min,Brazil,Dramas,A short description.,2011-09-05,104,Minutes,2011.0
s05532,TV Show,Title 5532,TV-PG,1970,"January 03, 2017",1 Season,Germany,Documentaries,A short description.,2017-01-03,1,Seasons,2017.0
s05533,Movie,Title 5533,PG-13,1980,"January 14, 2016",160 min,Canada,Action & Adventure,A short description.,2016-01-14,160,Minutes,2016.0
s05534,Movie,Title 5534,TV-MA,1950,"May 07, 2015",75,India,"Action & Adventure, TV Comedies",A short description.,2015-05-07,75,Minutes,2015.0
s05535,TV Show,Title 5535,TV-14,1984,"June 18, 2015",4 Seasons,Australia,"Horror Movies, Action & Adventure",A short description.,2015-06-18,4,Seasons,2015.0
s05536,TV Show,Title 5536,NR,2010,"February 01, 2011",5 Seasons,"South Korea, India","TV Dramas, Comedies",A short description.,2011-02-01,5,Seasons,2011.0
s05537,Movie,Title 5537,TV-14,2020,"June 06, 2014",115 min,United States,Documentaries,A short description.,2014-06-06,115,Minutes,2014.0
s05538,Movie,Title 5538,TV-14,1983,"October 14, 2010",99 min,Turkey,"Independent Movies, Romantic Movies",A short description.,2010-10-14,99,Minutes,2010.0
s05539,Movie,Title 5539,R,1959,"November 27, 2013",153 min,Brazil,Kids' TV,A short description.,2013-11-27,153,Minutes,2013.0
s05540,Movie,Title 5540,TV-PG,2001,"June 15, 2017",124 min,Canada,"Kids' TV, Independent Movies, Sports Movies",A short description.,2017-06-15,124,Minutes,2017.0
s05541,Movie,Title 5541,TV-MA,1995,"November 07, 2020",160 min,Brazil,"TV Comedies, Dramas",A short description.,2020-11-07,160,Minutes,2020.0
s05542,Movie,Title 5542,PG,2018,"April 08, 2013",88 min,Spain,"TV Dramas, TV Comedies",A short description.,2013-04-08,88,Minutes,2013.0
s05543,Movie,Title 5543,TV-Y7,1985,"November 27, 2012",86 min,"Thailand, Spain",Romantic Movies,A short description.,2012-11-27,86,Minutes,2012.0
s05544,Movie,Title 5544,TV-MA,1950,"May 13, 2017",105 min,United Kingdom,"Horror Movies, Romantic Movies",A short description.,2017-05-13,105,Minutes,2017.0
s05545,Movie,Title 5545,TV-MA,2013,"February 06, 2020",109 min,"United Kingdom, Turkey","Kids' TV, Horror Movies",A short description.,2020-02-06,109,Minutes,2020.0
s05546,Movie,Title 5546,R,1997,"March 30, 2013",63 min,Australia,"Kids' TV, Horror Movies",A short description.,2013-03-30,63,Minutes,2013.0
s05547,Movie,Title 5547,TV-PG,2006,"March 22, 2019",161 min,Japan,TV Dramas,A short description.,2019-03-22,161,Minutes,2019.0
s05548,Movie,Title 5548,TV-14,1958,"June 18, 2013",130 min,"Australia, France","International Movies, Sports Movies",A short description.,2013-06-18,130,Minutes,2013.0
s05549,TV Show,Title 5549,TV-PG,1982,"January 12, 2017",7 Seasons,Japan,"Kids' TV, TV Dramas",A short description.,2017-01-12,7,Seasons,2017.0
s05550,Movie,Title 5550,R,1982,2012-04-23,157 min,Nigeria,"TV Comedies, Comedies",A short description.,,157,Minutes,
s05551,Movie,Title 5551,TV-14,1968,11/18/2012,110 min,Turkey,TV Dramas,A short description.,,110,Minutes,
s05552,Movie,Title 5552,TV-MA,2010,"October 27, 2020",89 min,,"Sports Movies, Horror Movies, Comedies",A short description.,2020-10-27,89,Minutes,2020.0
s05553,Movie,Title 5553,TV-MA,1963,"April 13, 2014",134 min,India,"TV Comedies, Documentaries",A short description.,2014-04-13,134,Minutes,2014.0
s05554,Movie,Title 5554,TV-14,1955,"March 06, 2010",150 min,Nigeria,Independent Movies,A short description.,2010-03-06,150,Minutes,2010.0
s05555,TV Show,Title 5555,TV-Y7,1966,"June 30, 2018",7 Seasons,"France, Mexico","Independent Movies , Horror Movies",A short description.,2018-06-30,7,Seasons,2018.0
s05556,TV Show,Title 5556,TV-PG,2020,,8 Seasons,"France, Canada","TV Comedies, TV Dramas, Thrillers",A short description.,,8,Seasons,
s05557,Movie,Title 5557,TV-14,1958,"March 21, 2011",107 min,Nigeria,"Independent Movies, Romantic Movies, International Movies",A short description.,2011-03-21,107,Minutes,2011.0
s05558,Movie,Title 5558,TV-Y,1991,"November 01, 2013",160 min,Australia,"Thrillers , Kids' TV",A short description.,2013-11-01,160,Minutes,2013.0
s05559,TV Show,Title 5559,TV-14,1963,"July 10, 2011",1 Season,Mexico,"Sports Movies, Documentaries, Action & Adventure",A short description.,2011-07-10,1,Seasons,2011.0
s05560,Movie,Title 5560,TV-14,1978,"September 25, 2020",109 min,Australia,"Kids' TV, Romantic Movies",A short description.,2020-09-25,109,Minutes,2020.0
s05561,TV Show,Title 5561,TV-MA,1989,"February 01, 2013",7 Seasons,"Japan, Nigeria, United Kingdom","Thrillers, TV Comedies",A short description.,2013-02-01,7,Seasons,2013.0
s05562,Movie,Title 5562,PG-13,1951,"December 18, 2016",69 min,"United States, Brazil","Independent Movies, Romantic Movies, Thrillers",A short description.,2016-12-18,69,Minutes,2016.0
s05563,Movie,Title 5563,R,1967,"November 21, 2012",157 min,Nigeria,"International Movies, TV Comedies",A short description.,2012-11-21,157,Minutes,2012.0
s05564,Movie,Title 5564,PG,1991,"May 23, 2016",92 min,Japan,"TV Dramas, Horror Movies",A short description.,2016-05-23,92,Minutes,2016.0
s05565,TV Show,Title 5565,TV-14,1951,"September 01, 2017",4 Seasons,"Mexico, United States","Thrillers, Comedies",A short description.,2017-09-01,4,Seasons,2017.0
s05566,Movie,Title 5566,TV-14,1985,"May 03, 2018",155 min,Mexico,"TV Dramas, Dramas, Thrillers",A short description.,2018-05-03,155,Minutes,2018.0
s05567,TV Show,Title 5567,TV-MA,1992,07/11/2014,6 Seasons,France,"Kids' TV, TV Dramas",A short description.,,6,Seasons,
s05568,Movie,Title 5568,NC-17,1965,"October 10, 2016",119 min,Brazil,Action & Adventure,A short description.,2016-10-10,119,Minutes,2016.0
s05569,Movie,Title 5569,TV-MA,1961,"April 01, 2019",130 min,"Thailand, United States","Sports Movies, Documentaries, Dramas",A short description.,2019-04-01,130,Minutes,2019.0
s05570,TV Show,Title 5570,R,1984,03/31/2019,7 Seasons,Brazil,"Comedies, Sports Movies",A short description.,,7,Seasons,
s05571,Movie,Title 5571,R,2001,"March 23, 2018",121 min,Japan,Independent Movies,A short description.,2018-03-23,121,Minutes,2018.0
s05572,Movie,Title 5572,TV-MA,1950,"May 25, 2014",158 min,,Kids' TV,A short description.,2014-05-25,158,Minutes,2014.0
s05573,Movie,Title 5573,TV-14,1973,"November 04, 2015",171,,"Action & Adventure, Independent Movies",A short description.,2015-11-04,171,Minutes,2015.0
s05574,TV Show,Title 5574,TV-MA,2020,"August 23, 2020",1 Season,United Kingdom,Sports Movies,A short description.,2020-08-23,1,Seasons,2020.0
s05575,Movie,Title 5575,TV-PG,1973,09/27/2012,153 min,France,International Movies,A short description.,,153,Minutes,
s05576,Movie,Title 5576,,1973,"September 19, 2018",136 min,France,Sports Movies,A short description.,2018-09-19,136,Minutes,2018.0
s05577,TV Show,Title 5577,TV-14,2002,"April 16, 2015",5 Seasons,United Kingdom,"Romantic Movies, Comedies",A short description.,2015-04-16,5,Seasons,2015.0
s05578,TV Show,Title 5578,,1984,"July 12, 2019",8 Seasons,"Nigeria, Turkey, Australia","TV Dramas, Romantic Movies",A short description.,2019-07-12,8,Seasons,2019.0
s05579,TV Show,Title 5579,TV-MA,1977,"September 17, 2014",3 Seasons,Spain,Documentaries,A short description.,2014-09-17,3,Seasons,2014.0
s05580,TV Show,Title 5580,TV-14,2005,"March 15, 2019",6 Seasons,Japan,"TV Comedies, Dramas",A short description.,2019-03-15,6,Seasons,2019.0
s05581,TV Show,Title 5581,TV-Y,1952,"February 01, 2017",5 Seasons,Mexico,"Action & Adventure, Thrillers, Dramas",A short description.,2017-02-01,5,Seasons,2017.0
s05582,Movie,Title 5582,NR,2000,"July 27, 2010",122 min,Australia,Documentaries,A short description.,2010-07-27,122,Minutes,2010.0
s05583,Movie,Title 5583,TV-14,1977,"January 22, 2019",155 min,United States,Thrillers,A short description.,2019-01-22,155,Minutes,2019.0
s05584,TV Show,Title 5584,R,2013,09/05/2017,5 Seasons,Germany,"Action & Adventure, Dramas",A short description.,,5,Seasons,
s05585,TV Show,Title 5585,UR,2001,"June 12, 2012",1 Season,Brazil,"Independent Movies, Romantic Movies",A short description.,2012-06-12,1,Seasons,2012.0
s05586,Movie,Title 5586,PG-13,2016,"September 29, 2017",100 min,"India, United States","Documentaries, Romantic Movies",A short description.,2017-09-29,100,Minutes,2017.0
s05587,Movie,Title 5587,TV-PG,1959,"August 18, 2015",104 min,"United States, Germany",Action & Adventure,A short description.,2015-08-18,104,Minutes,2015.0
s05588,Movie,Title 5588,TV-MA,1963,"May 17, 2020",151 min,United States,"Sports Movies, TV Comedies",A short description.,2020-05-17,151,Minutes,2020.0
s05589,Movie,Title 5589,TV-MA,2014,"May 09, 2013",61 min,Japan,"TV Comedies, Kids' TV",A short description.,2013-05-09,61,Minutes,2013.0
s05590,Movie,Title 5590,TV-PG,1977,"November 24, 2012",119 min,Canada,"Documentaries, Horror Movies",A short description.,2012-11-24,119,Minutes,2012.0
s05591,Movie,Title 5591,TV-14,2007,"August 23, 2010",143 min,"South Africa, Thailand","Kids' TV, Action & Adventure",A short description.,2010-08-23,143,Minutes,2010.0
s05592,TV Show,Title 5592,TV-MA,1998,"August 26, 2018",4 Seasons,Thailand,Independent Movies,A short description.,2018-08-26,4,Seasons,2018.0
s05593,Movie,Title 5593,TV-MA,1985,,112 min,"India, France",Horror Movies,A short description.,,112,Minutes,
s05594,Movie,Title 5594,TV-14,1953,"July 31, 2017",135 min,Turkey,Action & Adventure,A short description.,2017-07-31,135,Minutes,2017.0
s05595,Movie,Title 5595,TV-14,1955,"January 23, 2014",136 min,"India, United Kingdom","Horror Movies, Dramas",A short description.,2014-01-23,136,Minutes,2014.0
s05596,Movie,Title 5596,TV-14,2000,"September 01, 2019",175 min,United States,"TV Comedies, International Movies, Independent Movies",A short description.,2019-09-01,175,Minutes,2019.0
s05597,TV Show,Title 5597,TV-14,1956,"October 14, 2012",8 Seasons,"United Kingdom, Germany",Romantic Movies,A short description.,2012-10-14,8,Seasons,2012.0
s05598,Movie,Title 5598,TV-MA,1950,"August 17, 2017",129 min,"Germany, Thailand","Romantic Movies, Documentaries",A short description.,2017-08-17,129,Minutes,2017.0
s05599,Movie,Title 5599,NR,1965,"July 26, 2016",83 min,Thailand,"TV Comedies, TV Dramas",A short description.,2016-07-26,83,Minutes,2016.0
s05600,Movie,Title 5600,TV-PG,2014,"May 19, 2019",140 min,Japan,Dramas,A short description.,2019-05-19,140,Minutes,2019.0
s05601,Movie,Title 5601,TV-MA,1994,"September 09, 2020",111 min,Spain,Independent Movies,A short description.,2020-09-09,111,Minutes,2020.0
s05602,Movie,Title 5602,TV-14,2000,"December 15, 2013",145 min,United States,"Action & Adventure , Horror Movies",A short description.,2013-12-15,145,Minutes,2013.0
s05603,TV Show,Title 5603,TV-14,1996,"January 19, 2011",4 Seasons,India,"Sports Movies, Thrillers",A short description.,2011-01-19,4,Seasons,2011.0
s05604,TV Show,Title 5604,TV-PG,1990,"September 26, 2011",5 Seasons,Nigeria,Documentaries,A short description.,2011-09-26,5,Seasons,2011.0
s05605,Movie,Title 5605,TV-PG,1968,"February 18, 2018",96,Japan,Independent Movies,A short description.,2018-02-18,96,Minutes,2018.0
